Gene ID	Gene Type
ENSG00000237643.2	lncRNA
ENSG00000224349.2	lncRNA
ENSG00000082269.16	protein_coding
ENSG00000238386.1	snRNA
ENSG00000154079.6	protein_coding
ENSG00000271967.1	lncRNA
ENSG00000112305.14	protein_coding
ENSG00000112309.10	protein_coding
ENSG00000287939.1	lncRNA
ENSG00000221345.2	snoRNA
ENSG00000207180.1	snRNA
ENSG00000232295.7	lncRNA
ENSG00000287380.1	lncRNA
ENSG00000119900.9	protein_coding
ENSG00000269966.1	lncRNA
ENSG00000230597.1	lncRNA
ENSG00000233237.8	lncRNA
ENSG00000199094.3	miRNA
ENSG00000279289.1	TEC
ENSG00000207827.1	miRNA
ENSG00000223765.3	lncRNA
ENSG00000285963.1	lncRNA
ENSG00000202069.1	snRNA
ENSG00000079841.18	protein_coding
ENSG00000285844.2	lncRNA
ENSG00000185760.15	protein_coding
ENSG00000233844.1	lncRNA
ENSG00000266180.1	miRNA
ENSG00000229154.2	lncRNA
ENSG00000243501.5	protein_coding
ENSG00000256980.5	protein_coding
ENSG00000135314.12	protein_coding
ENSG00000229852.3	lncRNA
ENSG00000203909.4	protein_coding
ENSG00000203908.4	protein_coding
ENSG00000203907.9	protein_coding
ENSG00000231332.2	lncRNA
ENSG00000080007.8	protein_coding
ENSG00000164430.16	protein_coding
ENSG00000135297.15	protein_coding
ENSG00000207023.1	snRNA
ENSG00000271986.2	misc_RNA
ENSG00000223821.1	lncRNA
ENSG00000156508.18	protein_coding
ENSG00000229862.5	lncRNA
ENSG00000119899.13	protein_coding
ENSG00000231652.2	lncRNA
ENSG00000156535.15	protein_coding
ENSG00000279790.1	TEC
ENSG00000223786.1	lncRNA
ENSG00000272243.6	lncRNA
ENSG00000224583.1	lncRNA
ENSG00000111799.21	protein_coding
ENSG00000112695.11	protein_coding
ENSG00000112697.16	protein_coding
ENSG00000225793.3	lncRNA
ENSG00000118407.15	protein_coding
ENSG00000237174.7	lncRNA
ENSG00000221332.2	snoRNA
ENSG00000263533.1	miRNA
ENSG00000238156.1	lncRNA
ENSG00000201291.1	snRNA
ENSG00000252137.1	snRNA
ENSG00000112701.18	protein_coding
ENSG00000252498.1	snRNA
ENSG00000200091.1	misc_RNA
ENSG00000196586.15	protein_coding
ENSG00000252156.1	snRNA
ENSG00000112706.12	protein_coding
ENSG00000200040.1	misc_RNA
ENSG00000222652.1	snRNA
ENSG00000238697.1	snRNA
ENSG00000236635.3	lncRNA
ENSG00000272445.1	snRNA
ENSG00000280511.1	lncRNA
ENSG00000271945.2	lncRNA
ENSG00000135312.6	protein_coding
ENSG00000269964.3	protein_coding
ENSG00000230309.1	lncRNA
ENSG00000229495.1	lncRNA
ENSG00000146243.14	protein_coding
ENSG00000146247.14	protein_coding
ENSG00000286340.1	lncRNA
ENSG00000118418.14	protein_coding
ENSG00000270362.1	lncRNA
ENSG00000201464.1	misc_RNA
ENSG00000286042.1	lncRNA
ENSG00000231533.2	lncRNA
ENSG00000135338.14	protein_coding
ENSG00000287811.1	lncRNA
ENSG00000272137.1	lncRNA
ENSG00000279659.1	TEC
ENSG00000198478.8	protein_coding
ENSG00000235357.2	lncRNA
ENSG00000285586.1	lncRNA
ENSG00000233835.1	lncRNA
ENSG00000118402.6	protein_coding
ENSG00000287816.1	lncRNA
ENSG00000112742.10	protein_coding
ENSG00000288071.1	lncRNA
ENSG00000083123.15	protein_coding
ENSG00000272129.1	lncRNA
ENSG00000279022.1	TEC
ENSG00000233967.7	lncRNA
ENSG00000260645.2	lncRNA
ENSG00000112773.16	protein_coding
ENSG00000226089.2	lncRNA
ENSG00000277797.1	lncRNA
ENSG00000232031.1	lncRNA
ENSG00000206886.1	snoRNA
ENSG00000224995.1	lncRNA
ENSG00000226453.2	lncRNA
ENSG00000260574.1	lncRNA
ENSG00000005700.15	protein_coding
ENSG00000223044.1	snRNA
ENSG00000286875.1	lncRNA
ENSG00000146242.8	protein_coding
ENSG00000118420.17	protein_coding
ENSG00000227215.1	lncRNA
ENSG00000083097.14	protein_coding
ENSG00000013375.16	protein_coding
ENSG00000013392.8	protein_coding
ENSG00000065833.9	protein_coding
ENSG00000146250.7	protein_coding
ENSG00000065609.14	protein_coding
ENSG00000237874.2	lncRNA
ENSG00000287705.1	lncRNA
ENSG00000203877.8	protein_coding
ENSG00000065615.14	protein_coding
ENSG00000228679.1	lncRNA
ENSG00000230852.2	lncRNA
ENSG00000135324.6	protein_coding
ENSG00000135315.12	protein_coding
ENSG00000231776.5	lncRNA
ENSG00000112837.17	protein_coding
ENSG00000228290.7	lncRNA
ENSG00000287294.1	lncRNA
ENSG00000234155.1	lncRNA
ENSG00000135318.12	protein_coding
ENSG00000280232.1	TEC
ENSG00000135317.13	protein_coding
ENSG00000271793.1	protein_coding
ENSG00000135316.17	protein_coding
ENSG00000203875.12	lncRNA
ENSG00000275072.1	snoRNA
ENSG00000222686.1	snRNA
ENSG00000200427.1	misc_RNA
ENSG00000288021.1	lncRNA
ENSG00000202103.1	snRNA
ENSG00000243124.3	misc_RNA
ENSG00000168830.8	protein_coding
ENSG00000252697.1	misc_RNA
ENSG00000135346.8	protein_coding
ENSG00000272008.1	lncRNA
ENSG00000188994.13	protein_coding
ENSG00000164411.11	protein_coding
ENSG00000111850.11	protein_coding
ENSG00000203872.7	protein_coding
ENSG00000279616.1	TEC
ENSG00000272514.6	protein_coding
ENSG00000213204.8	protein_coding
ENSG00000164414.18	protein_coding
ENSG00000206715.1	snRNA
ENSG00000146282.18	protein_coding
ENSG00000135336.14	protein_coding
ENSG00000135334.9	protein_coding
ENSG00000238628.1	snoRNA
ENSG00000207131.1	misc_RNA
ENSG00000240997.3	misc_RNA
ENSG00000286278.1	lncRNA
ENSG00000118434.9	protein_coding
ENSG00000118432.12	protein_coding
ENSG00000279565.1	TEC
ENSG00000234426.3	lncRNA
ENSG00000286871.1	lncRNA
ENSG00000111880.16	protein_coding
ENSG00000222145.1	snoRNA
ENSG00000280277.1	TEC
ENSG00000223001.1	snRNA
ENSG00000271931.1	lncRNA
ENSG00000146278.10	protein_coding
ENSG00000264017.2	misc_RNA
ENSG00000154548.9	protein_coding
ENSG00000288009.1	lncRNA
ENSG00000146281.6	protein_coding
ENSG00000146276.11	protein_coding
ENSG00000111886.10	protein_coding
ENSG00000198833.7	protein_coding
ENSG00000025039.14	protein_coding
ENSG00000135299.17	protein_coding
ENSG00000239316.3	misc_RNA
ENSG00000237027.1	lncRNA
ENSG00000083099.11	protein_coding
ENSG00000112159.12	protein_coding
ENSG00000228124.1	lncRNA
ENSG00000118412.12	protein_coding
ENSG00000199630.1	misc_RNA
ENSG00000135355.4	protein_coding
ENSG00000252891.1	misc_RNA
ENSG00000112182.15	protein_coding
ENSG00000226455.1	lncRNA
ENSG00000222078.1	misc_RNA
ENSG00000287789.1	lncRNA
ENSG00000260271.3	lncRNA
ENSG00000266760.1	miRNA
ENSG00000135341.18	protein_coding
ENSG00000224605.1	lncRNA
ENSG00000263734.1	miRNA
ENSG00000224944.2	lncRNA
ENSG00000240961.3	misc_RNA
ENSG00000285961.1	lncRNA
ENSG00000200492.2	snoRNA
ENSG00000261038.1	lncRNA
ENSG00000288101.1	lncRNA
ENSG00000220908.2	lncRNA
ENSG00000221455.2	snoRNA
ENSG00000235099.1	lncRNA
ENSG00000135333.14	protein_coding
ENSG00000287683.1	lncRNA
ENSG00000288085.1	lncRNA
ENSG00000280451.1	TEC
ENSG00000252249.1	snoRNA
ENSG00000229600.1	lncRNA
ENSG00000231143.1	lncRNA
ENSG00000279403.1	TEC
ENSG00000261366.1	lncRNA
ENSG00000172469.16	protein_coding
ENSG00000287578.1	lncRNA
ENSG00000172461.11	protein_coding
ENSG00000233797.2	lncRNA
ENSG00000242560.3	misc_RNA
ENSG00000014123.10	protein_coding
ENSG00000112214.10	protein_coding
ENSG00000207309.1	snRNA
ENSG00000224384.1	lncRNA
ENSG00000112218.9	protein_coding
ENSG00000123545.6	protein_coding
ENSG00000263479.2	misc_RNA
ENSG00000186231.17	protein_coding
ENSG00000146263.11	protein_coding
ENSG00000271860.7	lncRNA
ENSG00000226207.1	lncRNA
ENSG00000238367.1	miRNA
ENSG00000236920.2	lncRNA
ENSG00000283010.1	lncRNA
ENSG00000184486.9	protein_coding
ENSG00000112234.9	protein_coding
ENSG00000265226.1	miRNA
ENSG00000146267.12	protein_coding
ENSG00000132423.12	protein_coding
ENSG00000132424.16	protein_coding
ENSG00000228506.2	lncRNA
ENSG00000123552.17	protein_coding
ENSG00000279170.2	protein_coding
ENSG00000274603.1	misc_RNA
ENSG00000112237.13	protein_coding
ENSG00000112238.11	protein_coding
ENSG00000199303.1	misc_RNA
ENSG00000152034.10	protein_coding
ENSG00000229315.7	lncRNA
ENSG00000112246.9	protein_coding
ENSG00000228082.1	lncRNA
ENSG00000112249.14	protein_coding
ENSG00000260000.2	lncRNA
ENSG00000164418.20	protein_coding
ENSG00000287397.1	lncRNA
ENSG00000287499.1	lncRNA
ENSG00000202283.1	snoRNA
ENSG00000288084.1	lncRNA
ENSG00000287616.1	lncRNA
ENSG00000085382.12	protein_coding
ENSG00000252944.1	snRNA
ENSG00000227535.2	lncRNA
ENSG00000203809.7	lncRNA
ENSG00000187772.8	protein_coding
ENSG00000212147.1	snRNA
ENSG00000112276.14	protein_coding
ENSG00000203808.12	lncRNA
ENSG00000132429.10	protein_coding
ENSG00000085377.14	protein_coding
ENSG00000231628.1	lncRNA
ENSG00000286084.2	lncRNA
ENSG00000237567.2	lncRNA
ENSG00000284999.1	lncRNA
ENSG00000200198.1	misc_RNA
ENSG00000057657.17	protein_coding
ENSG00000057663.16	protein_coding
ENSG00000269919.1	lncRNA
ENSG00000273744.1	snRNA
ENSG00000244710.3	misc_RNA
ENSG00000252444.1	snRNA
ENSG00000233941.1	lncRNA
ENSG00000112297.15	protein_coding
ENSG00000207499.1	misc_RNA
ENSG00000282408.1	lncRNA
ENSG00000200314.1	misc_RNA
ENSG00000130347.12	protein_coding
ENSG00000200295.1	snRNA
ENSG00000130348.11	protein_coding
ENSG00000229654.1	lncRNA
ENSG00000235142.10	lncRNA
ENSG00000202285.1	snRNA
ENSG00000207577.1	miRNA
ENSG00000272398.6	protein_coding
ENSG00000130349.10	protein_coding
ENSG00000178409.13	protein_coding
ENSG00000252125.1	snRNA
ENSG00000164494.12	protein_coding
ENSG00000112320.12	protein_coding
ENSG00000234206.5	lncRNA
ENSG00000280135.1	TEC
ENSG00000146285.14	protein_coding
ENSG00000025796.14	protein_coding
ENSG00000238420.1	snRNA
ENSG00000272476.1	lncRNA
ENSG00000253090.2	snoRNA
ENSG00000271734.1	lncRNA
ENSG00000081087.15	protein_coding
ENSG00000238490.1	misc_RNA
ENSG00000225174.2	lncRNA
ENSG00000112333.11	protein_coding
ENSG00000279398.1	TEC
ENSG00000112335.15	protein_coding
ENSG00000286562.1	lncRNA
ENSG00000230248.1	lncRNA
ENSG00000206974.1	snRNA
ENSG00000135537.16	protein_coding
ENSG00000279498.1	TEC
ENSG00000200799.1	snRNA
ENSG00000287044.1	lncRNA
ENSG00000118689.15	protein_coding
ENSG00000203801.8	lncRNA
ENSG00000286511.1	lncRNA
ENSG00000118690.13	protein_coding
ENSG00000230290.1	lncRNA
ENSG00000080546.13	protein_coding
ENSG00000271730.1	lncRNA
ENSG00000199944.1	snRNA
ENSG00000183137.14	protein_coding
ENSG00000201023.1	misc_RNA
ENSG00000135535.17	protein_coding
ENSG00000260273.1	lncRNA
ENSG00000185250.15	protein_coding
ENSG00000135587.9	protein_coding
ENSG00000135596.18	protein_coding
ENSG00000112365.4	protein_coding
ENSG00000223537.3	lncRNA
ENSG00000155085.15	protein_coding
ENSG00000112367.10	protein_coding
ENSG00000232311.1	lncRNA
ENSG00000146360.8	protein_coding
ENSG00000286691.1	lncRNA
ENSG00000112290.13	protein_coding
ENSG00000168438.15	protein_coding
ENSG00000053328.8	protein_coding
ENSG00000287268.1	lncRNA
ENSG00000203797.10	protein_coding
ENSG00000004809.14	protein_coding
ENSG00000241162.3	misc_RNA
ENSG00000260188.1	lncRNA
ENSG00000155111.15	protein_coding
ENSG00000200522.1	snRNA
ENSG00000212587.1	snoRNA
ENSG00000199360.1	snRNA
ENSG00000123505.16	protein_coding
ENSG00000155115.7	protein_coding
ENSG00000197498.13	protein_coding
ENSG00000112394.17	protein_coding
ENSG00000200926.1	snRNA
ENSG00000231046.1	lncRNA
ENSG00000173214.5	protein_coding
ENSG00000230177.2	lncRNA
ENSG00000271789.1	lncRNA
ENSG00000009413.15	protein_coding
ENSG00000272356.1	lncRNA
ENSG00000287461.1	lncRNA
ENSG00000229276.1	lncRNA
ENSG00000231889.7	lncRNA
ENSG00000286616.1	lncRNA
ENSG00000056972.20	protein_coding
ENSG00000255389.1	lncRNA
ENSG00000010810.17	protein_coding
ENSG00000227012.3	lncRNA
ENSG00000112761.20	protein_coding
ENSG00000074935.14	protein_coding
ENSG00000203778.8	protein_coding
ENSG00000112769.19	protein_coding
ENSG00000237234.7	lncRNA
ENSG00000207044.1	snRNA
ENSG00000270661.1	lncRNA
ENSG00000271208.1	lncRNA
ENSG00000226440.7	lncRNA
ENSG00000281613.2	protein_coding
ENSG00000251258.2	protein_coding
ENSG00000286914.1	lncRNA
ENSG00000232299.1	lncRNA
ENSG00000201386.1	snRNA
ENSG00000287728.1	lncRNA
ENSG00000223811.1	lncRNA
ENSG00000232316.2	lncRNA
ENSG00000236347.1	lncRNA
ENSG00000230943.3	lncRNA
ENSG00000231912.2	lncRNA
ENSG00000277443.3	protein_coding
ENSG00000227502.3	lncRNA
ENSG00000175967.4	lncRNA
ENSG00000196591.12	protein_coding
ENSG00000228624.7	lncRNA
ENSG00000249853.7	protein_coding
ENSG00000232395.1	lncRNA
ENSG00000226079.2	lncRNA
ENSG00000287097.1	lncRNA
ENSG00000251882.1	snRNA
ENSG00000228777.2	lncRNA
ENSG00000111816.8	protein_coding
ENSG00000287933.1	lncRNA
ENSG00000178425.14	protein_coding
ENSG00000123500.10	protein_coding
ENSG00000236326.1	lncRNA
ENSG00000187189.10	protein_coding
ENSG00000111817.17	protein_coding
ENSG00000189241.7	protein_coding
ENSG00000285446.1	protein_coding
ENSG00000244158.1	lncRNA
ENSG00000188820.13	protein_coding
ENSG00000234117.2	lncRNA
ENSG00000173626.9	protein_coding
ENSG00000178033.6	protein_coding
ENSG00000164451.13	protein_coding
ENSG00000111832.13	protein_coding
ENSG00000111834.12	protein_coding
ENSG00000153975.10	protein_coding
ENSG00000196911.10	protein_coding
ENSG00000183807.8	protein_coding
ENSG00000173612.9	protein_coding
ENSG00000185002.10	protein_coding
ENSG00000287253.1	lncRNA
ENSG00000170162.14	protein_coding
ENSG00000047936.10	protein_coding
ENSG00000251814.1	misc_RNA
ENSG00000222713.1	misc_RNA
ENSG00000282218.1	protein_coding
ENSG00000226181.1	lncRNA
ENSG00000164465.18	protein_coding
ENSG00000207461.1	snRNA
ENSG00000047932.14	protein_coding
ENSG00000153989.8	protein_coding
ENSG00000196376.11	protein_coding
ENSG00000111860.14	protein_coding
ENSG00000198523.6	protein_coding
ENSG00000286339.1	lncRNA
ENSG00000111877.17	protein_coding
ENSG00000111875.8	protein_coding
ENSG00000253194.2	lncRNA
ENSG00000111879.19	protein_coding
ENSG00000222649.1	misc_RNA
ENSG00000207982.1	miRNA
ENSG00000111885.7	protein_coding
ENSG00000200732.1	snRNA
ENSG00000287100.1	lncRNA
ENSG00000265725.1	miRNA
ENSG00000286540.1	lncRNA
ENSG00000206857.1	snRNA
ENSG00000287992.1	lncRNA
ENSG00000146350.14	protein_coding
ENSG00000206598.1	snRNA
ENSG00000207403.1	misc_RNA
ENSG00000152661.9	protein_coding
ENSG00000199458.1	snRNA
ENSG00000201379.1	snRNA
ENSG00000222659.1	snRNA
ENSG00000199932.1	snRNA
ENSG00000025156.12	protein_coding
ENSG00000279453.1	TEC
ENSG00000111897.7	protein_coding
ENSG00000135549.15	protein_coding
ENSG00000279114.1	TEC
ENSG00000287258.1	lncRNA
ENSG00000272472.1	lncRNA
ENSG00000287818.1	lncRNA
ENSG00000240606.3	misc_RNA
ENSG00000164434.12	protein_coding
ENSG00000172594.13	protein_coding
ENSG00000285652.1	lncRNA
ENSG00000146352.13	protein_coding
ENSG00000186439.14	protein_coding
ENSG00000235535.8	lncRNA
ENSG00000285691.2	lncRNA
ENSG00000285941.1	lncRNA
ENSG00000188580.14	protein_coding
ENSG00000237321.1	lncRNA
ENSG00000236548.2	lncRNA
ENSG00000146373.16	protein_coding
ENSG00000111907.21	protein_coding
ENSG00000111906.17	protein_coding
ENSG00000286299.1	lncRNA
ENSG00000226409.3	lncRNA
ENSG00000237742.7	lncRNA
ENSG00000224506.3	lncRNA
ENSG00000135547.9	protein_coding
ENSG00000111912.20	protein_coding
ENSG00000232131.1	lncRNA
ENSG00000222445.1	misc_RNA
ENSG00000111911.7	protein_coding
ENSG00000066651.20	protein_coding
ENSG00000203760.8	protein_coding
ENSG00000207632.1	miRNA
ENSG00000201613.1	snRNA
ENSG00000287731.1	lncRNA
ENSG00000146374.14	protein_coding
ENSG00000118518.15	protein_coding
ENSG00000093144.19	protein_coding
ENSG00000189367.15	protein_coding
ENSG00000255330.9	protein_coding
ENSG00000214338.10	protein_coding
ENSG00000184530.9	protein_coding
ENSG00000281248.1	lncRNA
ENSG00000172673.10	protein_coding
ENSG00000152894.14	protein_coding
ENSG00000227945.1	lncRNA
ENSG00000224733.1	lncRNA
ENSG00000206982.1	misc_RNA
ENSG00000202200.1	misc_RNA
ENSG00000196569.12	protein_coding
ENSG00000252554.1	snRNA
ENSG00000226149.6	lncRNA
ENSG00000233351.1	lncRNA
ENSG00000146376.11	protein_coding
ENSG00000203756.7	protein_coding
ENSG00000198945.7	protein_coding
ENSG00000227678.8	lncRNA
ENSG00000164483.17	protein_coding
ENSG00000164484.11	protein_coding
ENSG00000202438.1	misc_RNA
ENSG00000229923.2	lncRNA
ENSG00000256162.2	protein_coding
ENSG00000079819.19	protein_coding
ENSG00000118507.17	protein_coding
ENSG00000118520.14	protein_coding
ENSG00000112282.18	protein_coding
ENSG00000154269.15	protein_coding
ENSG00000252560.1	snRNA
ENSG00000180658.4	protein_coding
ENSG00000236761.5	protein_coding
ENSG00000266807.1	miRNA
ENSG00000197594.13	protein_coding
ENSG00000200895.1	misc_RNA
ENSG00000236673.5	lncRNA
ENSG00000280058.1	TEC
ENSG00000118523.6	protein_coding
ENSG00000227220.1	lncRNA
ENSG00000236166.1	lncRNA
ENSG00000265669.1	miRNA
ENSG00000280155.1	TEC
ENSG00000228495.2	lncRNA
ENSG00000079931.15	protein_coding
ENSG00000079950.14	protein_coding
ENSG00000237110.2	protein_coding
ENSG00000146385.1	protein_coding
ENSG00000146383.7	protein_coding
ENSG00000135569.4	protein_coding
ENSG00000286663.1	lncRNA
ENSG00000146378.6	protein_coding
ENSG00000146399.1	protein_coding
ENSG00000112299.8	protein_coding
ENSG00000093134.14	protein_coding
ENSG00000112303.14	protein_coding
ENSG00000234484.1	lncRNA
ENSG00000146409.12	protein_coding
ENSG00000112306.8	protein_coding
ENSG00000206754.1	snoRNA
ENSG00000221500.1	snoRNA
ENSG00000200534.1	snoRNA
ENSG00000279960.1	TEC
ENSG00000231023.7	lncRNA
ENSG00000286438.1	lncRNA
ENSG00000112319.19	protein_coding
ENSG00000223542.1	lncRNA
ENSG00000234567.1	lncRNA
ENSG00000227954.7	lncRNA
ENSG00000272428.1	lncRNA
ENSG00000223586.6	lncRNA
ENSG00000118526.6	protein_coding
ENSG00000028839.10	protein_coding
ENSG00000146411.5	protein_coding
ENSG00000287413.1	lncRNA
ENSG00000266875.2	misc_RNA
ENSG00000118515.11	protein_coding
ENSG00000201309.1	misc_RNA
ENSG00000286887.1	lncRNA
ENSG00000236700.6	lncRNA
ENSG00000287974.1	lncRNA
ENSG00000231971.6	lncRNA
ENSG00000232310.8	lncRNA
ENSG00000229722.1	lncRNA
ENSG00000227723.1	lncRNA
ENSG00000236389.1	lncRNA
ENSG00000118514.14	protein_coding
ENSG00000240056.2	lncRNA
ENSG00000112339.14	protein_coding
ENSG00000283409.1	miRNA
ENSG00000232876.1	lncRNA
ENSG00000118513.19	protein_coding
ENSG00000236703.1	lncRNA
ENSG00000207689.1	miRNA
ENSG00000224374.1	lncRNA
ENSG00000135541.21	protein_coding
ENSG00000234084.1	lncRNA
ENSG00000287094.1	lncRNA
ENSG00000201012.1	misc_RNA
ENSG00000231028.9	lncRNA
ENSG00000233534.3	lncRNA
ENSG00000236378.1	lncRNA
ENSG00000171408.14	protein_coding
ENSG00000286313.1	lncRNA
ENSG00000288054.1	lncRNA
ENSG00000237596.7	lncRNA
ENSG00000146410.12	protein_coding
ENSG00000029363.16	protein_coding
ENSG00000260418.1	lncRNA
ENSG00000135525.18	protein_coding
ENSG00000271765.1	misc_RNA
ENSG00000272189.1	lncRNA
ENSG00000197442.10	protein_coding
ENSG00000234263.2	lncRNA
ENSG00000286646.1	lncRNA
ENSG00000112357.13	protein_coding
ENSG00000201807.1	snoRNA
ENSG00000182747.5	protein_coding
ENSG00000207247.1	misc_RNA
ENSG00000225391.5	lncRNA
ENSG00000235399.1	lncRNA
ENSG00000016402.13	protein_coding
ENSG00000164485.14	protein_coding
ENSG00000027697.14	protein_coding
ENSG00000177468.6	protein_coding
ENSG00000230533.4	lncRNA
ENSG00000283265.1	lncRNA
ENSG00000234956.7	lncRNA
ENSG00000207300.1	misc_RNA
ENSG00000237499.7	lncRNA
ENSG00000118503.15	protein_coding
ENSG00000287393.1	lncRNA
ENSG00000226004.1	lncRNA
ENSG00000229922.5	lncRNA
ENSG00000112378.12	protein_coding
ENSG00000112379.9	protein_coding
ENSG00000254440.3	protein_coding
ENSG00000262543.1	protein_coding
ENSG00000051620.11	protein_coding
ENSG00000135540.11	protein_coding
ENSG00000266555.1	miRNA
ENSG00000225177.6	lncRNA
ENSG00000279968.2	protein_coding
ENSG00000024862.17	protein_coding
ENSG00000203734.11	protein_coding
ENSG00000135597.18	protein_coding
ENSG00000146386.8	protein_coding
ENSG00000112406.5	protein_coding
ENSG00000231329.8	lncRNA
ENSG00000272446.5	lncRNA
ENSG00000164440.15	protein_coding
ENSG00000226571.2	lncRNA
ENSG00000164442.10	protein_coding
ENSG00000238099.3	lncRNA
ENSG00000231426.7	lncRNA
ENSG00000225148.1	lncRNA
ENSG00000287820.1	lncRNA
ENSG00000236013.7	lncRNA
ENSG00000263514.1	miRNA
ENSG00000285875.1	lncRNA
ENSG00000264390.1	miRNA
ENSG00000234147.1	lncRNA
ENSG00000286452.1	lncRNA
ENSG00000259828.1	lncRNA
ENSG00000222764.1	misc_RNA
ENSG00000135577.4	protein_coding
ENSG00000236822.1	lncRNA
ENSG00000203733.5	protein_coding
ENSG00000009844.16	protein_coding
ENSG00000237494.1	lncRNA
ENSG00000112414.14	protein_coding
ENSG00000236366.3	lncRNA
ENSG00000287084.1	lncRNA
ENSG00000233138.1	lncRNA
ENSG00000010818.10	protein_coding
ENSG00000237851.1	lncRNA
ENSG00000232618.2	lncRNA
ENSG00000229017.7	lncRNA
ENSG00000227192.1	lncRNA
ENSG00000146416.18	protein_coding
ENSG00000225752.1	lncRNA
ENSG00000189007.16	protein_coding
ENSG00000034693.15	protein_coding
ENSG00000278206.1	lncRNA
ENSG00000001036.13	protein_coding
ENSG00000112419.14	protein_coding
ENSG00000235740.2	lncRNA
ENSG00000257065.1	protein_coding
ENSG00000135521.9	protein_coding
ENSG00000280148.1	protein_coding
ENSG00000118491.9	protein_coding
ENSG00000118495.19	protein_coding
ENSG00000283122.1	lncRNA
ENSG00000276680.1	misc_RNA
ENSG00000169976.6	protein_coding
ENSG00000135604.9	protein_coding
ENSG00000152818.18	protein_coding
ENSG00000225311.1	lncRNA
ENSG00000285598.1	lncRNA
ENSG00000112425.15	protein_coding
ENSG00000201119.1	snRNA
ENSG00000270638.1	lncRNA
ENSG00000270828.1	lncRNA
ENSG00000235652.8	lncRNA
ENSG00000288056.1	lncRNA
ENSG00000280184.2	TEC
ENSG00000118496.5	protein_coding
ENSG00000146414.16	protein_coding
ENSG00000152822.14	protein_coding
ENSG00000118508.5	protein_coding
ENSG00000237468.2	lncRNA
ENSG00000118492.17	protein_coding
ENSG00000207431.2	snRNA
ENSG00000233452.7	lncRNA
ENSG00000227748.2	lncRNA
ENSG00000272397.1	lncRNA
ENSG00000196634.3	lncRNA
ENSG00000164506.14	protein_coding
ENSG00000203727.4	protein_coding
ENSG00000227681.5	lncRNA
ENSG00000226249.1	lncRNA
ENSG00000287976.1	lncRNA
ENSG00000234675.1	lncRNA
ENSG00000230205.1	lncRNA
ENSG00000287473.1	lncRNA
ENSG00000224658.1	lncRNA
ENSG00000111961.18	protein_coding
ENSG00000207345.1	snRNA
ENSG00000111962.8	protein_coding
ENSG00000227660.1	lncRNA
ENSG00000236591.1	lncRNA
ENSG00000228408.6	lncRNA
ENSG00000055208.19	protein_coding
ENSG00000225924.2	lncRNA
ENSG00000283608.1	lncRNA
ENSG00000241391.3	misc_RNA
ENSG00000177688.6	protein_coding
ENSG00000178199.13	protein_coding
ENSG00000131013.3	protein_coding
ENSG00000252244.1	snRNA
ENSG00000235168.1	lncRNA
ENSG00000055211.14	protein_coding
ENSG00000281021.1	lncRNA
ENSG00000233330.1	lncRNA
ENSG00000202343.1	snoRNA
ENSG00000186625.14	protein_coding
ENSG00000207292.1	misc_RNA
ENSG00000131023.13	protein_coding
ENSG00000278899.1	lncRNA
ENSG00000120253.14	protein_coding
ENSG00000120265.17	protein_coding
ENSG00000231760.5	lncRNA
ENSG00000285889.1	lncRNA
ENSG00000285991.1	protein_coding
ENSG00000120256.10	protein_coding
ENSG00000273132.1	lncRNA
ENSG00000268592.3	lncRNA
ENSG00000164520.11	protein_coding
ENSG00000223701.3	lncRNA
ENSG00000203722.8	protein_coding
ENSG00000131015.5	protein_coding
ENSG00000111981.5	protein_coding
ENSG00000155918.7	protein_coding
ENSG00000235972.1	lncRNA
ENSG00000131019.11	protein_coding
ENSG00000198729.5	protein_coding
ENSG00000238594.1	snoRNA
ENSG00000201628.1	snRNA
ENSG00000009765.14	protein_coding
ENSG00000120278.16	protein_coding
ENSG00000232891.1	lncRNA
ENSG00000224029.1	lncRNA
ENSG00000226599.1	lncRNA
ENSG00000120254.15	protein_coding
ENSG00000202119.1	snRNA
ENSG00000232290.1	lncRNA
ENSG00000223598.1	lncRNA
ENSG00000231883.1	lncRNA
ENSG00000238616.1	snRNA
ENSG00000131016.17	protein_coding
ENSG00000252431.1	snRNA
ENSG00000252487.1	misc_RNA
ENSG00000223039.1	misc_RNA
ENSG00000181472.5	protein_coding
ENSG00000252615.1	misc_RNA
ENSG00000155906.19	protein_coding
ENSG00000146476.11	protein_coding
ENSG00000120262.10	protein_coding
ENSG00000207422.1	snRNA
ENSG00000091831.23	protein_coding
ENSG00000233823.1	lncRNA
ENSG00000287914.1	lncRNA
ENSG00000284615.1	lncRNA
ENSG00000131018.23	protein_coding
ENSG00000234577.1	lncRNA
ENSG00000226193.1	lncRNA
ENSG00000233464.2	lncRNA
ENSG00000120279.6	protein_coding
ENSG00000146469.13	protein_coding
ENSG00000224893.7	lncRNA
ENSG00000112029.10	protein_coding
ENSG00000227627.3	lncRNA
ENSG00000112031.16	protein_coding
ENSG00000091844.8	protein_coding
ENSG00000213121.2	lncRNA
ENSG00000237312.2	lncRNA
ENSG00000199246.1	snRNA
ENSG00000112038.18	protein_coding
ENSG00000074706.13	protein_coding
ENSG00000153721.19	protein_coding
ENSG00000286553.1	lncRNA
ENSG00000287260.1	lncRNA
ENSG00000213079.9	protein_coding
ENSG00000200594.1	snRNA
ENSG00000146426.18	protein_coding
