Gene ID	Gene Type
ENSG00000278267.1	miRNA
ENSG00000243485.5	lncRNA
ENSG00000284332.1	miRNA
ENSG00000237613.2	lncRNA
ENSG00000186092.6	protein_coding
ENSG00000238009.6	lncRNA
ENSG00000239945.1	lncRNA
ENSG00000239906.1	lncRNA
ENSG00000241860.7	lncRNA
ENSG00000222623.1	snRNA
ENSG00000241599.1	lncRNA
ENSG00000273874.1	miRNA
ENSG00000286448.1	lncRNA
ENSG00000236601.2	lncRNA
ENSG00000284733.1	protein_coding
ENSG00000278757.1	snRNA
ENSG00000235146.2	lncRNA
ENSG00000278791.1	miRNA
ENSG00000284662.1	protein_coding
ENSG00000223181.1	snRNA
ENSG00000229905.1	lncRNA
ENSG00000237491.10	lncRNA
ENSG00000177757.2	lncRNA
ENSG00000228794.9	lncRNA
ENSG00000225880.5	lncRNA
ENSG00000230368.2	lncRNA
ENSG00000272438.1	lncRNA
ENSG00000230699.2	lncRNA
ENSG00000241180.1	lncRNA
ENSG00000223764.2	lncRNA
ENSG00000187634.12	protein_coding
ENSG00000188976.11	protein_coding
ENSG00000187961.14	protein_coding
ENSG00000187583.10	protein_coding
ENSG00000187642.9	protein_coding
ENSG00000272512.1	lncRNA
ENSG00000188290.10	protein_coding
ENSG00000187608.10	protein_coding
ENSG00000224969.1	lncRNA
ENSG00000188157.15	protein_coding
ENSG00000242590.1	lncRNA
ENSG00000273443.1	lncRNA
ENSG00000237330.3	protein_coding
ENSG00000131591.17	protein_coding
ENSG00000285812.1	lncRNA
ENSG00000223823.1	lncRNA
ENSG00000207730.3	miRNA
ENSG00000207607.3	miRNA
ENSG00000198976.1	miRNA
ENSG00000272141.1	lncRNA
ENSG00000205231.1	lncRNA
ENSG00000162571.13	protein_coding
ENSG00000186891.14	protein_coding
ENSG00000186827.11	protein_coding
ENSG00000078808.17	protein_coding
ENSG00000176022.7	protein_coding
ENSG00000184163.3	protein_coding
ENSG00000260179.1	lncRNA
ENSG00000160087.20	protein_coding
ENSG00000230415.1	lncRNA
ENSG00000162572.20	protein_coding
ENSG00000131584.19	protein_coding
ENSG00000278073.1	miRNA
ENSG00000169972.12	protein_coding
ENSG00000127054.20	protein_coding
ENSG00000283712.1	miRNA
ENSG00000240731.1	lncRNA
ENSG00000224051.7	protein_coding
ENSG00000169962.5	protein_coding
ENSG00000107404.20	protein_coding
ENSG00000284372.1	miRNA
ENSG00000162576.16	protein_coding
ENSG00000175756.13	protein_coding
ENSG00000221978.12	protein_coding
ENSG00000224870.7	lncRNA
ENSG00000242485.6	protein_coding
ENSG00000264293.2	misc_RNA
ENSG00000272455.1	lncRNA
ENSG00000235098.8	protein_coding
ENSG00000225905.1	lncRNA
ENSG00000205116.3	protein_coding
ENSG00000225285.1	lncRNA
ENSG00000179403.12	protein_coding
ENSG00000215915.9	protein_coding
ENSG00000160072.19	protein_coding
ENSG00000197785.13	protein_coding
ENSG00000205090.9	protein_coding
ENSG00000160075.12	protein_coding
ENSG00000215014.5	lncRNA
ENSG00000228594.4	protein_coding
ENSG00000286989.1	lncRNA
ENSG00000272106.1	lncRNA
ENSG00000197530.12	protein_coding
ENSG00000189409.13	protein_coding
ENSG00000248333.8	protein_coding
ENSG00000272004.1	lncRNA
ENSG00000189339.11	protein_coding
ENSG00000008128.23	protein_coding
ENSG00000268575.1	lncRNA
ENSG00000215790.7	protein_coding
ENSG00000008130.15	protein_coding
ENSG00000078369.18	protein_coding
ENSG00000231050.1	lncRNA
ENSG00000169885.10	protein_coding
ENSG00000178821.13	protein_coding
ENSG00000142609.18	protein_coding
ENSG00000233542.2	lncRNA
ENSG00000187730.9	protein_coding
ENSG00000226969.1	lncRNA
ENSG00000067606.17	protein_coding
ENSG00000271806.1	lncRNA
ENSG00000182873.5	lncRNA
ENSG00000162585.17	protein_coding
ENSG00000234396.3	lncRNA
ENSG00000157933.10	protein_coding
ENSG00000287356.1	lncRNA
ENSG00000116151.14	protein_coding
ENSG00000272161.1	lncRNA
ENSG00000272420.1	lncRNA
ENSG00000157916.20	protein_coding
ENSG00000157911.10	protein_coding
ENSG00000149527.18	protein_coding
ENSG00000224387.1	lncRNA
ENSG00000229393.1	lncRNA
ENSG00000157881.14	protein_coding
ENSG00000197921.6	protein_coding
ENSG00000272449.2	lncRNA
ENSG00000238164.6	lncRNA
ENSG00000157873.17	protein_coding
ENSG00000225931.3	TEC
ENSG00000228037.1	lncRNA
ENSG00000157870.16	protein_coding
ENSG00000142606.16	protein_coding
ENSG00000237058.1	lncRNA
ENSG00000215912.12	protein_coding
ENSG00000285945.1	lncRNA
ENSG00000283259.1	lncRNA
ENSG00000233234.1	lncRNA
ENSG00000287396.1	lncRNA
ENSG00000231630.1	lncRNA
ENSG00000284745.1	lncRNA
ENSG00000169717.6	protein_coding
ENSG00000177133.11	lncRNA
ENSG00000142611.17	protein_coding
ENSG00000283572.1	miRNA
ENSG00000226286.1	lncRNA
ENSG00000279839.1	TEC
ENSG00000272235.1	lncRNA
ENSG00000287828.1	lncRNA
ENSG00000286518.1	lncRNA
ENSG00000130762.15	protein_coding
ENSG00000272088.1	lncRNA
ENSG00000162591.16	protein_coding
ENSG00000207776.1	miRNA
ENSG00000238260.1	lncRNA
ENSG00000158109.15	protein_coding
ENSG00000116213.16	protein_coding
ENSG00000078900.15	protein_coding
ENSG00000227589.1	lncRNA
ENSG00000235131.1	lncRNA
ENSG00000276189.1	misc_RNA
ENSG00000162592.10	protein_coding
ENSG00000235169.8	protein_coding
ENSG00000130764.10	protein_coding
ENSG00000266075.2	misc_RNA
ENSG00000272153.1	lncRNA
ENSG00000116198.13	protein_coding
ENSG00000169598.15	protein_coding
ENSG00000198912.11	protein_coding
ENSG00000236423.6	lncRNA
ENSG00000233304.7	lncRNA
ENSG00000226374.3	lncRNA
ENSG00000284668.2	lncRNA
ENSG00000284703.1	lncRNA
ENSG00000235054.4	lncRNA
ENSG00000284694.1	lncRNA
ENSG00000227169.2	lncRNA
ENSG00000232596.3	lncRNA
ENSG00000196581.10	protein_coding
ENSG00000287586.1	lncRNA
ENSG00000284739.1	lncRNA
ENSG00000284674.1	lncRNA
ENSG00000231510.1	lncRNA
ENSG00000284616.1	lncRNA
ENSG00000284692.2	lncRNA
ENSG00000284666.1	lncRNA
ENSG00000260972.1	lncRNA
ENSG00000236948.2	lncRNA
ENSG00000264341.1	miRNA
ENSG00000264101.1	miRNA
ENSG00000131697.18	protein_coding
ENSG00000069424.15	protein_coding
ENSG00000116254.18	protein_coding
ENSG00000285629.1	protein_coding
ENSG00000116251.11	protein_coding
ENSG00000226944.1	lncRNA
ENSG00000158286.13	protein_coding
ENSG00000116237.16	protein_coding
ENSG00000225077.3	lncRNA
ENSG00000173673.7	protein_coding
ENSG00000158292.7	protein_coding
ENSG00000097021.19	protein_coding
ENSG00000271746.1	lncRNA
ENSG00000069812.11	protein_coding
ENSG00000187017.17	protein_coding
ENSG00000265392.1	miRNA
ENSG00000231868.1	lncRNA
ENSG00000215788.10	protein_coding
ENSG00000171680.21	protein_coding
ENSG00000162408.11	protein_coding
ENSG00000253022.1	snRNA
ENSG00000173662.21	protein_coding
ENSG00000204859.13	protein_coding
ENSG00000162413.16	protein_coding
ENSG00000116273.6	protein_coding
ENSG00000041988.15	protein_coding
ENSG00000007923.16	protein_coding
ENSG00000228750.7	lncRNA
ENSG00000284744.1	lncRNA
ENSG00000237436.1	lncRNA
ENSG00000171735.19	protein_coding
ENSG00000237365.1	lncRNA
ENSG00000207056.1	snRNA
ENSG00000237402.1	lncRNA
ENSG00000237728.2	lncRNA
ENSG00000225126.1	lncRNA
ENSG00000270171.1	lncRNA
ENSG00000270035.1	lncRNA
ENSG00000269978.1	lncRNA
ENSG00000049245.13	protein_coding
ENSG00000269925.1	lncRNA
ENSG00000049246.14	protein_coding
ENSG00000236266.1	lncRNA
ENSG00000049247.13	protein_coding
ENSG00000049249.8	protein_coding
ENSG00000116288.13	protein_coding
ENSG00000200344.1	misc_RNA
ENSG00000284747.1	lncRNA
ENSG00000284716.1	lncRNA
ENSG00000116285.13	protein_coding
ENSG00000238290.1	lncRNA
ENSG00000227634.3	lncRNA
ENSG00000200975.1	snRNA
ENSG00000233645.1	lncRNA
ENSG00000251977.1	snRNA
ENSG00000162426.14	protein_coding
ENSG00000252254.1	misc_RNA
ENSG00000142599.19	protein_coding
ENSG00000232912.6	lncRNA
ENSG00000221083.1	snoRNA
ENSG00000222511.2	misc_RNA
ENSG00000228423.2	lncRNA
ENSG00000074800.16	protein_coding
ENSG00000274258.1	miRNA
ENSG00000230679.1	lncRNA
ENSG00000201725.1	snRNA
ENSG00000131686.15	protein_coding
ENSG00000265141.2	misc_RNA
ENSG00000197241.3	protein_coding
ENSG00000142583.17	protein_coding
ENSG00000252404.1	scaRNA
ENSG00000180758.12	protein_coding
ENSG00000228526.7	lncRNA
ENSG00000284357.1	miRNA
ENSG00000234546.4	lncRNA
ENSG00000049239.12	protein_coding
ENSG00000171621.14	protein_coding
ENSG00000284652.1	lncRNA
ENSG00000284693.1	lncRNA
ENSG00000235263.1	lncRNA
ENSG00000171612.7	protein_coding
ENSG00000188807.13	protein_coding
ENSG00000171608.15	protein_coding
ENSG00000179840.5	lncRNA
ENSG00000231789.2	lncRNA
ENSG00000171603.17	protein_coding
ENSG00000280113.2	TEC
ENSG00000178585.15	protein_coding
ENSG00000223989.1	lncRNA
ENSG00000285701.1	lncRNA
ENSG00000162441.12	protein_coding
ENSG00000228150.1	lncRNA
ENSG00000173614.14	protein_coding
ENSG00000202415.1	misc_RNA
ENSG00000265521.1	miRNA
ENSG00000241326.1	lncRNA
ENSG00000162444.12	protein_coding
ENSG00000130939.19	protein_coding
ENSG00000201746.1	snRNA
ENSG00000054523.17	protein_coding
ENSG00000264881.1	miRNA
ENSG00000199562.1	snRNA
ENSG00000264501.2	misc_RNA
ENSG00000284735.1	lncRNA
ENSG00000284642.1	lncRNA
ENSG00000142657.21	protein_coding
ENSG00000271989.1	lncRNA
ENSG00000251503.8	protein_coding
ENSG00000175279.22	protein_coding
ENSG00000241563.3	protein_coding
ENSG00000160049.12	protein_coding
ENSG00000203469.2	lncRNA
ENSG00000142655.13	protein_coding
ENSG00000287727.1	lncRNA
ENSG00000243267.3	misc_RNA
ENSG00000130940.15	protein_coding
ENSG00000272078.1	lncRNA
ENSG00000175262.14	protein_coding
ENSG00000120948.17	protein_coding
ENSG00000277726.4	protein_coding
ENSG00000009724.16	protein_coding
ENSG00000271895.2	lncRNA
ENSG00000116649.10	protein_coding
ENSG00000171824.14	protein_coding
ENSG00000226849.1	lncRNA
ENSG00000230337.1	lncRNA
ENSG00000198793.12	protein_coding
ENSG00000225602.5	lncRNA
ENSG00000253086.1	snRNA
ENSG00000171819.5	protein_coding
ENSG00000207451.1	snRNA
ENSG00000120942.13	protein_coding
ENSG00000284646.1	lncRNA
ENSG00000204624.8	protein_coding
ENSG00000285833.1	lncRNA
ENSG00000235643.2	lncRNA
ENSG00000284708.1	lncRNA
ENSG00000116661.11	protein_coding
ENSG00000132879.14	protein_coding
ENSG00000116663.11	protein_coding
ENSG00000116670.15	protein_coding
ENSG00000162490.7	protein_coding
ENSG00000177674.16	protein_coding
ENSG00000215910.7	protein_coding
ENSG00000177553.6	lncRNA
ENSG00000177000.12	protein_coding
ENSG00000011021.23	protein_coding
ENSG00000276470.1	misc_RNA
ENSG00000278852.1	misc_RNA
ENSG00000175206.10	protein_coding
ENSG00000275915.1	misc_RNA
ENSG00000120937.9	protein_coding
ENSG00000285646.2	lncRNA
ENSG00000199347.1	snRNA
ENSG00000201801.1	snRNA
ENSG00000116685.16	protein_coding
ENSG00000083444.17	protein_coding
ENSG00000287384.1	lncRNA
ENSG00000116688.16	protein_coding
ENSG00000116691.11	protein_coding
ENSG00000202461.1	misc_RNA
ENSG00000276869.1	miRNA
ENSG00000243539.3	misc_RNA
ENSG00000120949.15	protein_coding
ENSG00000201135.1	snRNA
ENSG00000285604.1	lncRNA
ENSG00000283789.1	miRNA
ENSG00000028137.19	protein_coding
ENSG00000263676.1	miRNA
ENSG00000252969.1	snoRNA
ENSG00000048707.15	protein_coding
ENSG00000239149.1	snoRNA
ENSG00000229484.1	lncRNA
ENSG00000162496.9	protein_coding
ENSG00000221340.1	snRNA
ENSG00000276830.1	miRNA
ENSG00000272482.1	lncRNA
ENSG00000204518.2	protein_coding
ENSG00000188984.12	protein_coding
ENSG00000157330.10	protein_coding
ENSG00000116726.4	protein_coding
ENSG00000116721.9	protein_coding
ENSG00000228338.1	lncRNA
ENSG00000239810.3	protein_coding
ENSG00000179172.9	protein_coding
ENSG00000120952.4	protein_coding
ENSG00000243073.3	protein_coding
ENSG00000187545.5	protein_coding
ENSG00000204510.5	protein_coding
ENSG00000207434.1	snRNA
ENSG00000232423.6	protein_coding
ENSG00000274764.5	protein_coding
ENSG00000277058.2	protein_coding
ENSG00000229571.7	protein_coding
ENSG00000275774.2	protein_coding
ENSG00000233336.1	lncRNA
ENSG00000280267.4	protein_coding
ENSG00000179412.10	protein_coding
ENSG00000204505.4	protein_coding
ENSG00000279169.2	protein_coding
ENSG00000279804.2	protein_coding
ENSG00000270601.4	protein_coding
ENSG00000207511.1	snRNA
ENSG00000182330.10	protein_coding
ENSG00000237700.2	protein_coding
ENSG00000204501.7	protein_coding
ENSG00000228229.2	lncRNA
ENSG00000204481.7	protein_coding
ENSG00000204480.8	protein_coding
ENSG00000204479.4	protein_coding
ENSG00000204478.9	protein_coding
ENSG00000162494.6	protein_coding
ENSG00000259961.1	lncRNA
ENSG00000162493.16	protein_coding
ENSG00000237445.2	lncRNA
ENSG00000253085.1	scaRNA
ENSG00000116731.22	protein_coding
ENSG00000189337.17	protein_coding
ENSG00000252151.1	snRNA
ENSG00000231606.2	lncRNA
ENSG00000234593.3	lncRNA
ENSG00000287756.1	lncRNA
ENSG00000175147.13	lncRNA
ENSG00000171729.14	protein_coding
ENSG00000204464.7	lncRNA
ENSG00000142621.19	protein_coding
ENSG00000233485.1	lncRNA
ENSG00000236045.1	lncRNA
ENSG00000228140.2	lncRNA
ENSG00000142634.13	protein_coding
ENSG00000162438.11	protein_coding
ENSG00000142615.8	protein_coding
ENSG00000215704.9	protein_coding
ENSG00000132906.18	protein_coding
ENSG00000116138.13	protein_coding
ENSG00000251866.1	scaRNA
ENSG00000272510.1	lncRNA
ENSG00000116771.6	protein_coding
ENSG00000237301.1	lncRNA
ENSG00000252417.1	snRNA
ENSG00000197312.12	protein_coding
ENSG00000215695.1	protein_coding
ENSG00000271742.1	lncRNA
ENSG00000116786.13	protein_coding
ENSG00000237938.5	lncRNA
ENSG00000162461.8	protein_coding
ENSG00000224459.1	lncRNA
ENSG00000162460.7	protein_coding
ENSG00000162458.13	protein_coding
ENSG00000233954.6	protein_coding
ENSG00000179743.4	lncRNA
ENSG00000065526.11	protein_coding
ENSG00000116809.11	protein_coding
ENSG00000183888.4	protein_coding
ENSG00000233078.1	lncRNA
ENSG00000173641.17	protein_coding
ENSG00000186510.12	protein_coding
ENSG00000184908.17	protein_coding
ENSG00000185519.9	protein_coding
ENSG00000142627.13	protein_coding
ENSG00000227959.1	lncRNA
ENSG00000224621.1	lncRNA
ENSG00000234166.1	lncRNA
ENSG00000142632.17	protein_coding
ENSG00000132881.12	protein_coding
ENSG00000037637.11	protein_coding
ENSG00000055070.17	protein_coding
ENSG00000187144.11	protein_coding
ENSG00000157191.20	protein_coding
ENSG00000226029.1	lncRNA
ENSG00000206652.1	snRNA
ENSG00000261135.1	lncRNA
ENSG00000285853.1	lncRNA
ENSG00000224174.2	lncRNA
ENSG00000233421.4	lncRNA
ENSG00000277344.1	snRNA
ENSG00000219481.10	protein_coding
ENSG00000271732.1	lncRNA
ENSG00000282143.1	lncRNA
ENSG00000207513.1	snRNA
ENSG00000279151.1	lncRNA
ENSG00000282740.1	lncRNA
ENSG00000058453.17	protein_coding
ENSG00000207389.1	snRNA
ENSG00000223643.6	lncRNA
ENSG00000263811.1	miRNA
ENSG00000228549.4	lncRNA
ENSG00000277234.1	snRNA
ENSG00000238142.2	lncRNA
ENSG00000207005.1	snRNA
ENSG00000272426.1	lncRNA
ENSG00000117122.13	protein_coding
ENSG00000286898.1	lncRNA
ENSG00000226526.1	lncRNA
ENSG00000159363.18	protein_coding
ENSG00000117118.9	protein_coding
ENSG00000117115.13	protein_coding
ENSG00000204362.6	lncRNA
ENSG00000282843.1	lncRNA
ENSG00000142623.11	protein_coding
ENSG00000142619.4	protein_coding
ENSG00000266634.1	miRNA
ENSG00000159339.13	protein_coding
ENSG00000276747.1	protein_coding
ENSG00000227751.1	lncRNA
ENSG00000179051.14	protein_coding
ENSG00000074964.17	protein_coding
ENSG00000236648.2	lncRNA
ENSG00000117148.8	protein_coding
ENSG00000284653.1	lncRNA
ENSG00000261781.1	lncRNA
ENSG00000117154.12	protein_coding
ENSG00000280222.1	TEC
ENSG00000230035.2	lncRNA
ENSG00000225387.1	lncRNA
ENSG00000179023.8	protein_coding
ENSG00000009709.12	protein_coding
ENSG00000179002.5	protein_coding
ENSG00000159423.17	protein_coding
ENSG00000265606.1	miRNA
ENSG00000221662.1	miRNA
ENSG00000169991.11	protein_coding
ENSG00000272084.1	lncRNA
ENSG00000127481.15	protein_coding
ENSG00000230424.1	lncRNA
ENSG00000127463.15	protein_coding
ENSG00000053372.5	protein_coding
ENSG00000162482.5	protein_coding
ENSG00000053371.12	protein_coding
ENSG00000200403.1	snRNA
ENSG00000040487.13	protein_coding
ENSG00000077549.18	protein_coding
ENSG00000240490.3	misc_RNA
ENSG00000173436.15	protein_coding
ENSG00000201609.1	snRNA
ENSG00000235185.1	lncRNA
ENSG00000158747.14	protein_coding
ENSG00000270136.6	protein_coding
ENSG00000158748.4	protein_coding
ENSG00000162542.13	protein_coding
ENSG00000178828.7	protein_coding
ENSG00000235434.1	lncRNA
ENSG00000169914.6	protein_coding
ENSG00000188784.4	protein_coding
ENSG00000242688.3	misc_RNA
ENSG00000188257.11	protein_coding
ENSG00000127472.11	protein_coding
ENSG00000117215.14	protein_coding
ENSG00000158786.4	protein_coding
ENSG00000227066.2	lncRNA
ENSG00000187980.6	protein_coding
ENSG00000225986.1	lncRNA
ENSG00000162543.6	protein_coding
ENSG00000228105.2	lncRNA
ENSG00000284710.1	lncRNA
ENSG00000158816.15	protein_coding
ENSG00000226664.1	lncRNA
ENSG00000236963.7	lncRNA
ENSG00000226487.1	lncRNA
ENSG00000284641.1	lncRNA
ENSG00000284743.1	lncRNA
ENSG00000162545.6	protein_coding
ENSG00000090432.7	protein_coding
ENSG00000183114.8	protein_coding
ENSG00000158825.6	protein_coding
ENSG00000158828.8	protein_coding
ENSG00000284005.1	miRNA
ENSG00000117242.7	lncRNA
ENSG00000244038.9	protein_coding
ENSG00000117245.12	protein_coding
ENSG00000189410.12	protein_coding
ENSG00000233069.1	lncRNA
ENSG00000127483.18	protein_coding
ENSG00000075151.20	protein_coding
ENSG00000251914.1	snRNA
ENSG00000221808.1	miRNA
ENSG00000287192.1	lncRNA
ENSG00000117298.16	protein_coding
ENSG00000236936.1	lncRNA
ENSG00000231105.2	lncRNA
ENSG00000236009.1	lncRNA
ENSG00000142794.18	protein_coding
ENSG00000162551.14	protein_coding
ENSG00000233431.1	lncRNA
ENSG00000076864.19	protein_coding
ENSG00000090686.15	protein_coding
ENSG00000187942.11	protein_coding
ENSG00000142798.20	protein_coding
ENSG00000219073.7	protein_coding
ENSG00000285959.1	lncRNA
ENSG00000273610.1	misc_RNA
ENSG00000201919.1	snRNA
ENSG00000142789.19	protein_coding
ENSG00000278124.1	misc_RNA
ENSG00000201273.1	snRNA
ENSG00000228397.3	lncRNA
ENSG00000218510.8	lncRNA
ENSG00000070831.17	protein_coding
ENSG00000285752.1	lncRNA
ENSG00000230068.2	lncRNA
ENSG00000162552.15	protein_coding
ENSG00000285873.1	lncRNA
ENSG00000266564.1	miRNA
ENSG00000279625.1	TEC
ENSG00000184677.18	protein_coding
ENSG00000237200.1	lncRNA
ENSG00000070886.12	protein_coding
ENSG00000276835.2	miRNA
ENSG00000173372.17	protein_coding
ENSG00000159189.12	protein_coding
ENSG00000173369.16	protein_coding
ENSG00000133216.16	protein_coding
ENSG00000265422.1	miRNA
ENSG00000225952.1	lncRNA
ENSG00000264014.1	miRNA
ENSG00000215906.8	protein_coding
ENSG00000227868.6	protein_coding
ENSG00000004487.16	protein_coding
ENSG00000240553.1	lncRNA
ENSG00000263793.1	miRNA
ENSG00000266802.1	miRNA
ENSG00000169641.13	protein_coding
ENSG00000206935.1	snRNA
ENSG00000252578.1	snRNA
ENSG00000179546.4	protein_coding
ENSG00000261326.4	lncRNA
ENSG00000284726.1	lncRNA
ENSG00000125944.20	protein_coding
ENSG00000125945.15	protein_coding
ENSG00000249087.7	lncRNA
ENSG00000201405.1	misc_RNA
ENSG00000271420.1	lncRNA
ENSG00000204219.10	protein_coding
ENSG00000088280.19	protein_coding
ENSG00000007968.7	protein_coding
ENSG00000235052.1	lncRNA
ENSG00000117318.9	protein_coding
ENSG00000285802.1	lncRNA
ENSG00000197880.8	lncRNA
ENSG00000142676.14	protein_coding
ENSG00000236810.6	lncRNA
ENSG00000011007.12	protein_coding
ENSG00000057757.10	protein_coding
ENSG00000011009.11	protein_coding
ENSG00000117308.15	protein_coding
ENSG00000117305.15	protein_coding
ENSG00000179163.11	protein_coding
ENSG00000188822.8	protein_coding
ENSG00000232557.3	lncRNA
ENSG00000264926.1	miRNA
ENSG00000189266.13	protein_coding
ENSG00000188529.14	protein_coding
ENSG00000225315.2	lncRNA
ENSG00000142661.19	protein_coding
ENSG00000230703.1	lncRNA
ENSG00000142677.4	protein_coding
ENSG00000185436.12	protein_coding
ENSG00000230023.2	lncRNA
ENSG00000232298.2	lncRNA
ENSG00000158055.15	protein_coding
ENSG00000001460.18	protein_coding
ENSG00000001461.17	protein_coding
ENSG00000286061.1	lncRNA
ENSG00000117602.12	protein_coding
ENSG00000264443.1	lncRNA
ENSG00000184454.7	protein_coding
ENSG00000239106.1	misc_RNA
ENSG00000133226.17	protein_coding
ENSG00000284699.1	lncRNA
ENSG00000169504.15	protein_coding
ENSG00000238482.1	snRNA
ENSG00000020633.18	protein_coding
ENSG00000278034.1	miRNA
ENSG00000229162.1	lncRNA
ENSG00000261025.1	lncRNA
ENSG00000264371.1	miRNA
ENSG00000285823.1	lncRNA
ENSG00000233755.1	lncRNA
ENSG00000231953.2	lncRNA
ENSG00000117614.10	protein_coding
ENSG00000284602.1	lncRNA
ENSG00000284657.1	lncRNA
ENSG00000117616.18	protein_coding
ENSG00000272432.1	lncRNA
ENSG00000187010.21	protein_coding
ENSG00000183726.11	protein_coding
ENSG00000188672.18	protein_coding
ENSG00000204178.11	protein_coding
ENSG00000157978.11	protein_coding
ENSG00000225643.1	lncRNA
ENSG00000117643.14	protein_coding
ENSG00000233478.1	lncRNA
ENSG00000162430.17	protein_coding
ENSG00000255054.3	protein_coding
ENSG00000228172.5	lncRNA
ENSG00000117640.18	protein_coding
ENSG00000127423.10	protein_coding
ENSG00000272478.1	lncRNA
ENSG00000236528.1	lncRNA
ENSG00000182749.5	protein_coding
ENSG00000207302.1	misc_RNA
ENSG00000117632.23	protein_coding
ENSG00000283938.1	miRNA
ENSG00000158006.14	protein_coding
ENSG00000207237.1	snRNA
ENSG00000252190.1	scaRNA
ENSG00000252691.1	scaRNA
ENSG00000158008.9	protein_coding
ENSG00000158014.14	protein_coding
ENSG00000284309.1	lncRNA
ENSG00000158022.6	protein_coding
ENSG00000175087.10	protein_coding
ENSG00000197245.6	protein_coding
ENSG00000282872.1	protein_coding
ENSG00000236782.7	protein_coding
ENSG00000142684.9	protein_coding
ENSG00000142675.18	protein_coding
ENSG00000188782.8	protein_coding
ENSG00000130695.15	protein_coding
ENSG00000142669.15	protein_coding
ENSG00000158062.20	protein_coding
ENSG00000169442.9	protein_coding
ENSG00000176092.15	protein_coding
ENSG00000176083.17	protein_coding
ENSG00000131914.11	protein_coding
ENSG00000117682.17	protein_coding
ENSG00000225891.2	lncRNA
ENSG00000198830.11	protein_coding
ENSG00000117676.14	protein_coding
ENSG00000238705.1	miRNA
ENSG00000243905.3	misc_RNA
ENSG00000252802.1	misc_RNA
ENSG00000252429.2	snRNA
ENSG00000238316.1	snoRNA
ENSG00000260063.1	lncRNA
ENSG00000117713.20	protein_coding
ENSG00000060642.10	protein_coding
ENSG00000241188.3	misc_RNA
ENSG00000204160.12	protein_coding
ENSG00000175793.12	protein_coding
ENSG00000142751.15	protein_coding
ENSG00000226698.1	lncRNA
ENSG00000198746.13	protein_coding
ENSG00000090273.14	protein_coding
ENSG00000131910.5	protein_coding
ENSG00000175707.9	protein_coding
ENSG00000253368.4	protein_coding
ENSG00000158246.8	protein_coding
ENSG00000090020.11	protein_coding
ENSG00000224311.1	lncRNA
ENSG00000142784.16	protein_coding
ENSG00000252098.1	misc_RNA
ENSG00000186501.14	protein_coding
ENSG00000206888.1	snRNA
ENSG00000142765.18	protein_coding
ENSG00000142733.17	protein_coding
ENSG00000142748.12	protein_coding
ENSG00000174950.11	protein_coding
ENSG00000181773.7	protein_coding
ENSG00000158195.11	protein_coding
ENSG00000241169.1	lncRNA
ENSG00000237429.1	lncRNA
ENSG00000126705.14	protein_coding
ENSG00000000938.13	protein_coding
ENSG00000233975.1	lncRNA
ENSG00000126709.15	protein_coding
ENSG00000225886.3	lncRNA
ENSG00000206767.1	snRNA
ENSG00000207095.1	snRNA
ENSG00000287244.1	lncRNA
ENSG00000009780.15	protein_coding
ENSG00000117758.14	protein_coding
ENSG00000269971.1	lncRNA
ENSG00000270031.1	lncRNA
ENSG00000223062.1	snRNA
ENSG00000286433.1	lncRNA
ENSG00000117751.18	protein_coding
ENSG00000252947.1	scaRNA
ENSG00000130775.16	protein_coding
ENSG00000117748.10	protein_coding
ENSG00000130768.15	protein_coding
ENSG00000227050.1	lncRNA
ENSG00000158156.7	protein_coding
ENSG00000158161.16	protein_coding
ENSG00000240750.3	misc_RNA
ENSG00000253005.1	snRNA
ENSG00000169403.12	protein_coding
ENSG00000126698.11	protein_coding
ENSG00000130770.18	protein_coding
ENSG00000270605.1	lncRNA
ENSG00000271398.1	lncRNA
ENSG00000130766.5	protein_coding
ENSG00000130772.14	protein_coding
ENSG00000204138.13	protein_coding
ENSG00000206779.1	misc_RNA
ENSG00000221216.1	snRNA
ENSG00000180198.16	protein_coding
ENSG00000242125.3	lncRNA
ENSG00000274266.1	snoRNA
ENSG00000200087.1	snoRNA
ENSG00000279443.1	TEC
ENSG00000180098.9	protein_coding
ENSG00000197989.14	lncRNA
ENSG00000221539.1	snoRNA
ENSG00000278274.1	snoRNA
ENSG00000273544.1	snoRNA
ENSG00000280498.1	snoRNA
ENSG00000274582.1	snoRNA
ENSG00000120656.11	protein_coding
ENSG00000188060.7	protein_coding
ENSG00000229388.1	lncRNA
ENSG00000270103.3	lncRNA
ENSG00000274978.1	snRNA
ENSG00000162419.12	protein_coding
ENSG00000252777.1	scaRNA
ENSG00000198492.16	protein_coding
ENSG00000116329.11	protein_coding
ENSG00000233427.1	lncRNA
ENSG00000199756.1	misc_RNA
ENSG00000159023.21	protein_coding
ENSG00000206704.1	misc_RNA
ENSG00000277958.1	misc_RNA
ENSG00000253304.2	protein_coding
ENSG00000225750.1	lncRNA
ENSG00000116350.17	protein_coding
ENSG00000277916.1	misc_RNA
ENSG00000116353.15	protein_coding
ENSG00000237934.1	lncRNA
ENSG00000060656.20	protein_coding
ENSG00000230523.1	lncRNA
ENSG00000228176.1	lncRNA
ENSG00000284676.1	lncRNA
ENSG00000233399.2	lncRNA
ENSG00000233372.1	lncRNA
ENSG00000236335.1	lncRNA
ENSG00000231949.1	lncRNA
