ID	Length	SRR7537187_sorted
ENSG00000287762.1	8499	1.05
ENSG00000111254.8	10999	1.92
ENSG00000107175.12	7999	2.81
ENSG00000287553.1	5499	2.04
ENSG00000185000.12	5999	2.39
ENSG00000106290.15	4999	3.47
ENSG00000168925.11	39999	2.63
ENSG00000136930.13	95999	1.6
ENSG00000270641.1	23499	2.05
ENSG00000196459.14	11999	5.5
ENSG00000164169.13	6499	7.2
ENSG00000085760.14	3999	108.97
ENSG00000215187.11	69499	2.66
ENSG00000125995.16	41499	7.0
ENSG00000104133.15	5999	5.27
ENSG00000206731.1	7499	2.71
ENSG00000257120.1	3999	0.57
ENSG00000271945.2	15499	0.37
ENSG00000164708.6	4999	17.38
ENSG00000100100.12	6999	5.51
ENSG00000170242.17	6999	34.54
ENSG00000160813.7	5999	3.81
ENSG00000252984.1	5999	0.37
ENSG00000185507.21	11499	3.86
ENSG00000228363.2	5499	1.33
ENSG00000119729.12	7999	0.92
ENSG00000254907.1	5499	2.54
ENSG00000232564.3	5999	0.45
ENSG00000188529.14	4999	17.74
ENSG00000267469.1	6499	8.74
ENSG00000235872.2	10499	4.62
ENSG00000235298.1	4499	18.4
ENSG00000154920.14	4499	20.22
ENSG00000285926.1	13499	0.89
ENSG00000266412.5	9999	2.33
ENSG00000137700.18	4999	6.42
ENSG00000273319.1	6499	0.6
ENSG00000221821.4	10999	11.48
ENSG00000257912.1	4499	0.53
ENSG00000145715.14	3999	1.57
ENSG00000229047.1	11499	13.44
ENSG00000161714.12	6499	12.32
ENSG00000177300.6	5999	12.61
ENSG00000173531.15	4499	5.16
ENSG00000136918.7	3999	66.98
ENSG00000166405.15	5999	0.8
ENSG00000259498.1	3999	154.81
ENSG00000270094.1	9999	0.8
ENSG00000131238.17	8999	29.86
ENSG00000286686.1	4999	4.46
ENSG00000228703.1	7999	5.62
ENSG00000160226.16	28999	9.43
ENSG00000132382.14	6999	29.28
ENSG00000104154.7	3999	0.82
ENSG00000201813.1	13999	1.27
ENSG00000140157.14	7499	6.38
ENSG00000086619.13	8499	1.6
ENSG00000266714.9	6499	1.4
ENSG00000171174.15	13999	4.37
ENSG00000198707.15	4499	2.89
ENSG00000283612.1	5499	4.8
ENSG00000273261.1	7999	6.73
ENSG00000280213.1	7999	2.51
ENSG00000187510.9	8499	4.45
ENSG00000068615.18	4499	5.79
ENSG00000206880.1	21999	7.22
ENSG00000105516.10	4999	0.65
ENSG00000222224.1	5499	2.55
ENSG00000042781.13	15499	4.42
ENSG00000260276.2	8499	0.78
ENSG00000279021.1	18999	1.47
ENSG00000273226.1	4499	222.2
ENSG00000203667.10	17999	16.06
ENSG00000225855.7	4999	1.25
ENSG00000255114.1	4499	21.47
ENSG00000235410.1	243499	3.28
ENSG00000198569.9	3999	0.31
ENSG00000151502.11	5499	4.25
ENSG00000145642.12	6999	6.08
ENSG00000137310.12	19499	5.68
ENSG00000108557.19	11999	1.53
ENSG00000271755.1	3999	0.82
ENSG00000224645.1	4499	5.78
ENSG00000251892.1	71999	3.2
ENSG00000132386.11	3999	2.19
ENSG00000267265.5	9999	1.65
ENSG00000167695.15	5499	2.95
ENSG00000176102.13	4999	2.58
ENSG00000233885.7	6499	1.45
ENSG00000272770.1	13999	7.35
ENSG00000200594.1	5999	1.33
ENSG00000116221.15	3999	1.97
ENSG00000132507.18	6999	4.82
ENSG00000269984.1	4499	0.98
ENSG00000201778.1	6999	4.02
ENSG00000158850.15	4999	2.83
ENSG00000170145.5	11999	2.85
ENSG00000163521.16	6499	8.64
ENSG00000264530.2	3999	0.35
ENSG00000177963.14	3999	1.37
ENSG00000072778.20	6499	3.21
ENSG00000280233.1	18499	9.82
ENSG00000260277.2	7999	1.1
ENSG00000257647.1	14999	0.85
ENSG00000249180.1	8499	2.63
ENSG00000139278.10	7999	3.07
ENSG00000203469.2	4499	6.81
ENSG00000286153.1	4999	3.45
ENSG00000207452.1	4999	0.3
ENSG00000064270.12	25999	1.67
ENSG00000224138.1	26499	1.53
ENSG00000185088.14	4499	1.67
ENSG00000253084.3	7999	1.16
ENSG00000259250.1	47999	19.97
ENSG00000141452.9	3999	3.12
ENSG00000150779.11	5499	6.9
ENSG00000154174.7	8999	3.21
ENSG00000243313.2	13499	0.57
ENSG00000116985.12	4499	3.59
ENSG00000155363.18	6999	49.96
ENSG00000197798.9	5999	5.34
ENSG00000164620.9	10499	2.25
ENSG00000287496.1	9499	1.63
ENSG00000251179.1	7499	1.21
ENSG00000259972.3	7999	3.66
ENSG00000109084.14	3999	2.94
ENSG00000091106.19	4499	6.6
ENSG00000163755.8	4999	12.37
ENSG00000236308.1	3999	1.3
ENSG00000189129.13	13999	4.43
ENSG00000105723.12	5999	1.97
ENSG00000054965.10	3999	0.7
ENSG00000161791.14	5999	1.08
ENSG00000148335.14	5999	2.4
ENSG00000137274.13	3999	8.02
ENSG00000164406.7	22499	10.85
ENSG00000182095.14	4499	1.69
ENSG00000252061.1	14499	7.2
ENSG00000182472.8	30499	17.43
ENSG00000238419.1	5999	1.59
ENSG00000228852.6	7499	0.7
ENSG00000183955.13	6999	0.99
ENSG00000286018.1	9499	6.09
ENSG00000185504.17	3999	0.56
ENSG00000204348.10	4499	3.65
ENSG00000204356.14	7499	10.61
ENSG00000274630.1	22499	25.99
ENSG00000271914.1	11499	2.03
ENSG00000123552.17	6999	0.52
ENSG00000167136.7	5499	0.9
ENSG00000262372.1	4499	0.61
ENSG00000286545.1	5999	0.43
ENSG00000173011.12	10499	4.89
ENSG00000185043.11	7499	2.97
ENSG00000065526.11	5999	2.27
ENSG00000137101.12	4999	1.53
ENSG00000185127.6	5999	4.1
ENSG00000188710.2	9999	11.85
ENSG00000257671.1	12499	44.3
ENSG00000153162.9	4499	59.58
ENSG00000011523.14	18499	7.6
ENSG00000101365.21	5999	9.5
ENSG00000238018.2	103499	13.88
ENSG00000173137.12	8499	3.33
ENSG00000176387.7	8499	6.74
ENSG00000147679.12	5499	1.89
ENSG00000274177.1	10499	5.38
ENSG00000105671.12	3999	6.84
ENSG00000277491.1	5499	9.45
ENSG00000287629.1	7999	1.18
ENSG00000257754.1	4999	0.47
ENSG00000241295.1	14499	0.77
ENSG00000251830.1	12999	19.06
ENSG00000201157.1	4499	0.49
ENSG00000155229.21	11999	2.63
ENSG00000163354.15	15999	2.7
ENSG00000135144.7	7999	2.2
ENSG00000186638.16	5499	4.62
ENSG00000121316.11	9999	2.55
ENSG00000254680.1	25499	3.01
ENSG00000136048.14	13999	1.99
ENSG00000157045.9	6499	9.48
ENSG00000198231.13	7499	4.45
ENSG00000170632.14	3999	0.57
ENSG00000108021.20	5499	29.77
ENSG00000010361.13	8499	5.23
ENSG00000100239.16	3999	4.65
ENSG00000139908.14	6499	3.56
ENSG00000273188.1	4999	0.42
ENSG00000272916.5	10999	2.67
ENSG00000168872.17	5999	0.87
ENSG00000253661.2	15499	0.81
ENSG00000261240.1	7499	1.43
ENSG00000253636.1	4499	4.62
ENSG00000142188.17	15499	3.79
ENSG00000259357.2	6499	12.93
ENSG00000236559.1	4499	1.71
ENSG00000272911.1	13499	3.57
ENSG00000147912.13	9499	2.74
ENSG00000170619.10	5499	0.49
ENSG00000270112.4	27499	2.34
ENSG00000196387.9	5499	0.35
ENSG00000117262.19	10499	8.72
ENSG00000272836.1	4499	1.11
ENSG00000247903.1	4499	3.47
ENSG00000286158.1	9499	1.07
ENSG00000187118.13	15999	1.03
ENSG00000188833.9	3999	1.23
ENSG00000167900.12	5499	14.19
ENSG00000254317.1	7999	2.09
ENSG00000287035.1	6499	2.17
ENSG00000141741.12	3999	9.56
ENSG00000187229.3	4499	0.45
ENSG00000185633.10	5499	13.93
ENSG00000174292.12	4999	3.31
ENSG00000016864.18	8499	3.99
ENSG00000177156.11	9499	6.08
ENSG00000104885.18	3999	9.37
ENSG00000114450.10	4499	4.96
ENSG00000146426.18	7499	0.89
ENSG00000250174.5	5499	1.03
ENSG00000065060.17	4999	1.12
ENSG00000172354.10	11499	2.16
ENSG00000197629.5	3999	3.36
ENSG00000286742.1	4999	0.98
ENSG00000175309.15	3999	12.29
ENSG00000099203.7	8999	9.93
ENSG00000108797.12	3999	2.67
ENSG00000131188.12	17499	15.51
ENSG00000212864.3	7999	1.27
ENSG00000171262.11	8499	4.71
ENSG00000260932.1	21999	2.3
ENSG00000106991.13	12499	3.21
ENSG00000248240.1	6499	2.68
ENSG00000197429.10	5999	2.52
ENSG00000135185.12	25999	2.16
ENSG00000156150.9	6499	1.98
ENSG00000159596.7	5999	2.75
ENSG00000198517.10	4999	1.85
ENSG00000263015.1	7999	1.96
ENSG00000275638.1	3999	1.06
ENSG00000279855.1	3999	0.28
ENSG00000101246.20	4499	2.69
ENSG00000262099.1	4499	7.77
ENSG00000253972.6	5499	0.39
ENSG00000087274.17	4499	15.17
ENSG00000046653.15	7499	1.95
ENSG00000204220.11	18999	10.69
ENSG00000269843.1	4999	0.68
ENSG00000267512.1	4499	4.41
ENSG00000222046.2	5499	2.45
ENSG00000171989.5	22499	3.17
ENSG00000198049.7	15999	1.01
ENSG00000115275.13	3999	10.4
ENSG00000143553.10	4499	17.27
ENSG00000272439.1	7499	0.36
ENSG00000260552.1	6999	3.88
ENSG00000258199.1	5499	239.31
ENSG00000260570.1	6499	1.23
ENSG00000266509.1	3999	1.87
ENSG00000205643.11	8999	2.62
ENSG00000165275.10	6499	2.62
ENSG00000100196.11	22999	23.47
ENSG00000256569.1	5499	3.39
ENSG00000246477.3	6499	0.65
ENSG00000280193.1	5499	3.56
ENSG00000204464.7	10499	0.62
ENSG00000231172.2	18499	1.11
ENSG00000288063.1	6499	0.95
ENSG00000157388.18	4499	3.63
ENSG00000230020.1	19999	0.44
ENSG00000240889.1	4999	0.98
ENSG00000282527.1	3999	2.7
ENSG00000124151.19	5499	4.6
ENSG00000228506.2	5999	1.8
ENSG00000073169.14	7499	2.76
ENSG00000258285.1	4499	12.01
ENSG00000100567.13	12499	0.61
ENSG00000180376.16	3999	3.12
ENSG00000152954.12	10999	1.29
ENSG00000139190.16	3999	2.76
ENSG00000204856.12	10999	3.56
ENSG00000132522.16	3999	9.55
ENSG00000188585.9	6999	4.28
ENSG00000247473.2	5499	0.69
ENSG00000287625.1	3999	0.94
ENSG00000113163.16	7999	3.53
ENSG00000252645.1	4499	1.23
ENSG00000264474.1	7999	1.82
ENSG00000253385.1	3999	2.52
ENSG00000182541.18	11999	4.89
ENSG00000092330.18	6999	7.14
ENSG00000103363.14	13999	3.16
ENSG00000141759.15	4499	2.79
ENSG00000212013.1	21608	1.01
ENSG00000148950.11	6499	1.77
ENSG00000196655.11	5499	2.48
ENSG00000204634.12	4999	100.38
ENSG00000162572.20	4999	2.74
ENSG00000269085.1	20001	3.92
ENSG00000125355.15	5999	3.7
ENSG00000076067.13	11999	1.66
ENSG00000165837.11	3999	0.8
ENSG00000135052.16	5499	2.73
ENSG00000145198.14	3999	2.47
ENSG00000136305.11	5499	2.24
ENSG00000087191.13	11499	3.28
ENSG00000257410.1	30999	3.3
ENSG00000090266.13	6499	2.03
ENSG00000229821.1	18499	1.95
ENSG00000163382.12	4999	1.9
ENSG00000197111.15	4499	0.53
ENSG00000204511.3	6999	8.9
ENSG00000232684.1	3999	0.43
ENSG00000234084.1	11499	0.65
ENSG00000272100.1	8999	2.41
ENSG00000008323.15	13999	3.6
ENSG00000115841.20	4499	3.71
ENSG00000091972.18	4999	1.29
ENSG00000246859.3	17999	0.94
ENSG00000264391.2	4499	9.44
ENSG00000078618.21	5499	10.05
ENSG00000238482.1	32999	1.11
ENSG00000246731.3	6499	30.03
ENSG00000134255.14	4999	1.0
ENSG00000113593.12	4499	2.28
ENSG00000118181.11	17499	2.03
ENSG00000069943.10	5999	15.1
ENSG00000242764.3	15999	1.21
ENSG00000154305.18	3999	3.02
ENSG00000196562.14	3999	3.36
ENSG00000132205.11	4999	6.15
ENSG00000263624.1	7499	1.22
ENSG00000162437.14	45999	27.57
ENSG00000285864.1	4999	2.52
ENSG00000267281.2	5499	2.41
ENSG00000150667.8	8499	274.42
ENSG00000070047.12	3999	4.71
ENSG00000185122.11	8499	1.31
ENSG00000141449.14	5999	1.49
ENSG00000145390.11	5499	17.73
ENSG00000260814.2	4999	3.11
ENSG00000174871.11	3999	8.23
ENSG00000023572.9	7499	12.53
ENSG00000259116.2	9999	0.89
ENSG00000167676.4	4499	3.79
ENSG00000280416.1	9999	13.11
ENSG00000277801.1	5499	1.8
ENSG00000269161.1	6999	3.65
ENSG00000255252.3	6499	5.51
ENSG00000162415.7	4499	10.75
ENSG00000149792.8	6499	1.31
ENSG00000268516.2	16999	0.92
ENSG00000163918.10	6499	70.13
ENSG00000139626.16	9999	2.72
ENSG00000113356.12	7999	3.91
ENSG00000255108.1	4999	10.05
ENSG00000260755.1	3999	10.15
ENSG00000008277.14	13499	5.01
ENSG00000164182.11	8999	6.66
ENSG00000202343.1	4499	2.0
ENSG00000204934.10	3999	1.02
ENSG00000259049.1	4999	2.1
ENSG00000100027.15	4999	2.34
ENSG00000271380.1	4499	13.22
ENSG00000224057.1	9499	1.78
ENSG00000149927.18	8999	4.19
ENSG00000172543.8	4999	11.22
ENSG00000187942.11	7499	2.97
ENSG00000226842.1	5999	1.05
ENSG00000227945.1	4999	1.91
ENSG00000266053.2	18999	1.86
ENSG00000235016.1	6999	1.71
ENSG00000276988.1	4999	1.32
ENSG00000278581.1	4999	0.72
ENSG00000076242.14	4999	3.1
ENSG00000231201.1	19999	0.7
ENSG00000273090.1	7499	12.61
ENSG00000158863.22	4499	3.6
ENSG00000117419.15	7499	1.84
ENSG00000168906.13	11499	4.34
ENSG00000187260.15	3999	1.89
ENSG00000288066.1	4999	8.9
ENSG00000169925.16	4499	5.16
ENSG00000281691.1	4499	0.38
ENSG00000107949.17	6999	3.03
ENSG00000187860.10	8999	4.44
ENSG00000237633.4	7499	1.52
ENSG00000100652.5	9499	10.75
ENSG00000271980.1	6999	15.94
ENSG00000268677.1	4999	12.42
ENSG00000087152.15	4999	6.91
ENSG00000279939.1	4499	0.31
ENSG00000171757.15	7499	1.21
ENSG00000276691.1	7499	1.32
ENSG00000244161.1	25499	7.11
ENSG00000261691.1	13499	0.73
ENSG00000073711.11	4999	2.4
ENSG00000254960.2	7999	0.46
ENSG00000172638.13	5999	4.15
ENSG00000273179.1	4999	0.55
ENSG00000240095.1	99999	4.01
ENSG00000283476.1	16499	3.96
ENSG00000229487.1	5999	0.35
ENSG00000139537.11	10499	10.93
ENSG00000283461.1	4999	0.48
ENSG00000253335.1	14499	0.61
ENSG00000287099.1	6999	0.33
ENSG00000100564.9	3999	0.49
ENSG00000154099.18	6999	0.88
ENSG00000169291.10	4999	2.01
ENSG00000186862.20	10999	5.47
ENSG00000123154.12	4999	3.5
ENSG00000163795.14	6499	12.07
ENSG00000228343.1	4499	45.5
ENSG00000256377.6	34499	3.16
ENSG00000234459.1	4999	0.61
ENSG00000265558.1	4999	5.87
ENSG00000149929.15	18499	3.73
ENSG00000273374.1	19999	39.46
ENSG00000277481.1	9999	8.39
ENSG00000081059.20	7499	20.87
ENSG00000117281.15	8999	4.55
ENSG00000141027.21	4499	9.65
ENSG00000279033.1	7499	2.42
ENSG00000227170.1	7999	0.41
ENSG00000235862.2	15499	5.57
ENSG00000105655.18	4499	2.17
ENSG00000006453.14	9999	2.56
ENSG00000236526.1	3999	0.42
ENSG00000139194.8	7499	0.78
ENSG00000196976.7	19499	2.53
ENSG00000260425.1	6999	1.05
ENSG00000280758.1	7499	7.98
ENSG00000164855.16	11499	2.94
ENSG00000262686.1	8499	0.5
ENSG00000227227.1	19499	11.81
ENSG00000232220.2	3999	3.92
ENSG00000284747.1	20999	11.89
ENSG00000259572.7	3999	0.33
ENSG00000269365.2	5499	0.32
ENSG00000177943.14	3999	42.23
ENSG00000262456.1	11499	0.48
ENSG00000196470.12	5499	10.37
ENSG00000011009.11	5499	8.65
ENSG00000173114.13	9499	0.55
ENSG00000140939.14	8499	1.31
ENSG00000184602.6	5999	2.45
ENSG00000168056.16	4499	6.23
ENSG00000263272.1	3999	1.72
ENSG00000169972.12	7999	3.42
ENSG00000253591.2	20499	1.35
ENSG00000253645.1	69499	4.41
ENSG00000176974.20	12499	2.86
ENSG00000112984.12	5499	8.42
ENSG00000008710.19	7499	1.58
ENSG00000149716.12	11999	79.4
ENSG00000171055.15	17999	9.68
ENSG00000187699.10	6499	0.9
ENSG00000156261.13	5999	2.19
ENSG00000174943.11	4499	2.39
ENSG00000048342.16	13499	4.39
ENSG00000231955.1	5999	6.45
ENSG00000273611.5	3999	1.39
ENSG00000201900.1	30499	8.75
ENSG00000105137.13	5499	5.03
ENSG00000275185.1	4999	1.26
ENSG00000135437.9	4999	62.33
ENSG00000272694.1	3999	4.37
ENSG00000283103.3	3999	1.44
ENSG00000130811.12	8999	2.57
ENSG00000162526.7	4999	9.88
ENSG00000222501.1	4999	0.87
ENSG00000120832.10	11499	10.66
ENSG00000227751.1	9499	3.58
ENSG00000196588.16	9999	3.32
ENSG00000189292.16	12999	5.53
ENSG00000174939.11	4499	0.67
ENSG00000105664.11	14499	0.4
ENSG00000119681.12	3999	3.33
ENSG00000148291.10	14999	19.39
ENSG00000257913.2	16499	0.66
ENSG00000109381.19	13499	1.04
ENSG00000274897.3	6999	0.76
ENSG00000256152.2	5499	1.02
ENSG00000286588.1	8999	3.01
ENSG00000091262.15	15999	3.16
ENSG00000118557.15	4999	1.41
ENSG00000006530.18	11499	4.42
ENSG00000175203.15	4499	0.31
ENSG00000183535.9	9499	0.78
ENSG00000159216.18	10499	2.1
ENSG00000164171.11	7499	2.66
ENSG00000148842.18	4499	1.96
ENSG00000075886.11	9999	3.85
ENSG00000278880.1	8999	0.46
ENSG00000252412.1	5999	1.58
ENSG00000100216.6	6999	10.59
ENSG00000279716.1	5499	3.13
ENSG00000166428.13	20999	26.46
ENSG00000253722.1	5999	3.32
ENSG00000268810.1	6999	1.16
ENSG00000015475.18	7499	10.03
ENSG00000213742.7	7499	1.18
ENSG00000139835.13	3999	66.42
ENSG00000114021.12	8499	9.63
ENSG00000172732.12	5999	13.95
ENSG00000270082.1	3999	2.82
ENSG00000174527.9	14999	1.23
ENSG00000269968.1	3999	928.61
ENSG00000142082.15	7499	14.89
ENSG00000104218.14	4499	3.39
ENSG00000188107.14	9499	4.79
ENSG00000267724.1	6499	1.04
ENSG00000265490.1	4999	0.69
ENSG00000201483.1	6499	0.76
ENSG00000241568.3	23499	20.94
ENSG00000107959.16	30999	28.15
ENSG00000145244.12	25999	5.04
ENSG00000040531.14	6999	15.21
ENSG00000187775.16	4499	1.48
ENSG00000161010.15	14499	18.28
ENSG00000135299.17	4999	5.67
ENSG00000261243.1	6999	1.2
ENSG00000227253.3	11999	0.71
ENSG00000235790.7	6499	0.51
ENSG00000130706.13	8999	3.58
ENSG00000267257.1	11499	4.02
ENSG00000224032.7	4499	1.23
ENSG00000266872.1	17999	5.23
ENSG00000202434.1	3999	11.36
ENSG00000116771.6	5999	3.23
ENSG00000103335.22	3999	0.53
ENSG00000225434.3	8499	5.6
ENSG00000249112.1	38499	1.7
ENSG00000286555.1	7499	2.07
ENSG00000149735.7	9999	4.01
ENSG00000203993.5	9999	2.14
ENSG00000187325.5	25999	67.53
ENSG00000255422.3	22999	5.33
ENSG00000096384.20	5499	16.41
ENSG00000256658.1	6499	6.92
ENSG00000255201.1	34568	5.03
ENSG00000259732.1	5499	10.09
ENSG00000113231.13	5499	5.29
ENSG00000137809.17	6999	11.17
ENSG00000114416.18	5999	3.56
ENSG00000113597.18	4499	5.3
ENSG00000279390.1	13499	2.37
ENSG00000263293.2	30999	7.51
ENSG00000100241.21	10499	2.92
ENSG00000005187.12	3999	2.4
ENSG00000117477.12	7999	3.17
ENSG00000111364.16	6999	3.84
ENSG00000118900.14	3999	3.19
ENSG00000146197.9	5499	0.3
ENSG00000187838.17	4499	1.01
ENSG00000263345.1	3999	2.8
ENSG00000132716.18	4499	37.88
ENSG00000146411.5	7499	1.61
ENSG00000280064.1	8499	7.21
ENSG00000269910.1	16499	3.61
ENSG00000207590.1	5499	1.81
ENSG00000152455.15	5499	1.85
ENSG00000182902.14	4499	14.41
ENSG00000132938.20	30499	2.91
ENSG00000124701.5	7999	1.56
ENSG00000286242.1	7999	4.57
ENSG00000226756.1	7499	0.88
ENSG00000277371.1	18499	1.28
ENSG00000202417.1	17999	0.91
ENSG00000287809.1	5499	1.08
ENSG00000265784.1	4999	5.55
ENSG00000102362.15	3999	1.26
ENSG00000271976.1	9499	4.74
ENSG00000064225.12	15499	6.58
ENSG00000117133.11	7499	2.73
ENSG00000144596.13	86499	4.42
ENSG00000146857.4	5499	0.64
ENSG00000278421.1	5499	2.02
ENSG00000064995.17	6999	4.05
ENSG00000287202.1	5999	1.19
ENSG00000268112.1	3999	1.56
ENSG00000145386.10	15499	1.96
ENSG00000175197.12	5999	8.86
ENSG00000198208.11	9999	3.89
ENSG00000267106.7	6999	6.53
ENSG00000152133.14	8499	6.61
ENSG00000108556.10	7499	2.42
ENSG00000215277.8	3999	4.08
ENSG00000285979.1	4499	1.01
ENSG00000143156.14	26499	13.94
ENSG00000234793.1	3999	0.56
ENSG00000260037.5	7499	3.7
ENSG00000115415.18	81999	15.96
ENSG00000143157.11	4499	2.8
ENSG00000166004.15	10999	8.97
ENSG00000161594.6	6999	5.87
ENSG00000259941.1	3999	0.85
ENSG00000163516.13	3999	3.09
ENSG00000102978.13	11999	4.62
ENSG00000269139.2	7499	1.89
ENSG00000176890.16	15999	1.51
ENSG00000236859.7	4999	2.34
ENSG00000261335.1	16499	37.03
ENSG00000120437.8	10499	20.12
ENSG00000243333.3	7999	0.43
ENSG00000007520.4	5999	1.29
ENSG00000247137.9	3999	1.23
ENSG00000225234.1	15999	1.13
ENSG00000143952.20	4999	8.99
ENSG00000257221.4	19999	14.44
ENSG00000106624.11	3999	6.94
ENSG00000154175.17	20499	4.79
ENSG00000272982.1	7499	1.1
ENSG00000228201.1	6999	2.19
ENSG00000204618.8	3999	6.21
ENSG00000230894.2	13499	0.41
ENSG00000258034.1	4499	0.89
ENSG00000148303.17	4999	3.75
ENSG00000116062.15	10999	1.07
ENSG00000182376.2	4999	0.8
ENSG00000263069.6	16499	8.47
ENSG00000125741.4	7499	9.58
ENSG00000185669.6	6499	1.02
ENSG00000155974.12	9499	0.83
ENSG00000104765.16	7999	13.06
ENSG00000272027.2	14999	1.28
ENSG00000103035.11	6999	0.67
ENSG00000234290.2	13499	0.53
ENSG00000198522.13	8499	2.35
ENSG00000100979.15	3999	6.66
ENSG00000223534.1	4499	5.92
ENSG00000287916.1	14499	21.63
ENSG00000234478.1	8999	1.33
ENSG00000273612.1	3999	0.26
ENSG00000258504.2	4999	1.6
ENSG00000262633.2	6999	3.12
ENSG00000273489.1	24499	1.94
ENSG00000269656.1	7499	8.96
ENSG00000135749.19	5499	6.31
ENSG00000008056.14	10499	2.46
ENSG00000204954.10	10499	62.89
ENSG00000149179.13	16499	3.66
ENSG00000260107.1	5499	2.3
ENSG00000234945.8	6499	1.22
ENSG00000047315.16	12499	62.5
ENSG00000279943.1	11999	0.47
ENSG00000103051.19	6499	1.76
ENSG00000280400.1	7499	2.85
ENSG00000256364.1	9999	8.96
ENSG00000101082.14	6999	6.04
ENSG00000279159.1	8999	1.13
ENSG00000241665.3	5999	0.89
ENSG00000196118.12	6499	2.01
ENSG00000127824.14	3999	3.0
ENSG00000287581.1	46999	1.69
ENSG00000160325.14	6499	1.4
ENSG00000026036.22	8499	3.83
ENSG00000261505.1	7999	2.13
ENSG00000140398.13	11499	2.76
ENSG00000143977.14	4999	27.5
ENSG00000272088.1	3999	1.28
ENSG00000275183.1	10999	4.06
ENSG00000258048.1	4999	1.1
ENSG00000267205.1	3999	1.45
ENSG00000196361.10	5999	8.28
ENSG00000257202.1	8499	11.75
ENSG00000108641.16	6499	1.2
ENSG00000207199.1	5499	28.77
ENSG00000204420.10	9999	45.24
ENSG00000233783.8	5499	8.49
ENSG00000180929.6	9999	1.36
ENSG00000175792.11	12499	5.15
ENSG00000250764.1	74499	1.64
ENSG00000171160.18	3999	11.25
ENSG00000198825.14	3999	4.05
ENSG00000243305.1	12999	0.97
ENSG00000172139.15	15499	2.17
ENSG00000187642.9	8999	0.69
ENSG00000119397.16	24499	1.74
ENSG00000198791.12	6499	13.24
ENSG00000131153.9	4499	1.56
ENSG00000174500.13	5999	4.1
ENSG00000100079.7	9999	3.65
ENSG00000163249.12	7999	3.22
