ID	Length	SRR7537192_sorted
ENSG00000186710.11	14499	2.58
ENSG00000223653.6	16999	0.42
ENSG00000224855.5	4499	4.75
ENSG00000275902.1	12999	7.18
ENSG00000139351.15	3999	1.34
ENSG00000222506.1	9999	0.66
ENSG00000005448.16	16999	2.95
ENSG00000162976.13	18999	5.11
ENSG00000257218.6	4999	8.02
ENSG00000271980.1	14499	55.11
ENSG00000287916.1	14499	23.98
ENSG00000264012.1	4999	0.34
ENSG00000279119.1	7499	2.52
ENSG00000241568.3	16499	20.49
ENSG00000113083.14	3999	0.4
ENSG00000146904.9	8999	7.42
ENSG00000129255.16	4999	2.9
ENSG00000238419.1	5499	0.84
ENSG00000151715.7	6499	1.18
ENSG00000204380.4	7999	1.03
ENSG00000183091.19	37999	10.84
ENSG00000275055.1	17999	1.34
ENSG00000237513.2	13499	1.65
ENSG00000255201.1	3999	2.6
ENSG00000259116.2	8499	0.79
ENSG00000246859.3	17999	1.12
ENSG00000166886.13	15999	4.84
ENSG00000265393.1	3999	10.65
ENSG00000167468.16	17499	3.27
ENSG00000251414.1	3999	0.84
ENSG00000202343.1	10499	1.31
ENSG00000149657.20	7999	23.14
ENSG00000071994.10	10999	1.32
ENSG00000236883.1	25999	2.36
ENSG00000107341.5	3999	3.37
ENSG00000204634.12	4999	60.66
ENSG00000143156.14	26499	13.4
ENSG00000267512.1	20499	2.4
ENSG00000265490.1	4999	0.83
ENSG00000272382.1	8999	0.63
ENSG00000205923.3	4499	2.5
ENSG00000146826.17	5499	5.45
ENSG00000112293.15	14499	2.51
ENSG00000137700.18	4999	4.91
ENSG00000179921.15	6499	11.24
ENSG00000288065.1	7499	0.82
ENSG00000149922.10	9999	6.05
ENSG00000280385.1	24999	4.97
ENSG00000163755.8	8499	4.68
ENSG00000171777.16	5499	0.89
ENSG00000173113.6	7499	1.66
ENSG00000147684.9	7499	0.81
ENSG00000130255.13	7999	6.59
ENSG00000259006.1	9499	1.46
ENSG00000287600.1	4499	3.96
ENSG00000100075.10	3999	0.69
ENSG00000279696.1	5999	4.05
ENSG00000171055.15	17999	2.18
ENSG00000033800.13	11499	4.68
ENSG00000286223.1	32999	4.84
ENSG00000274227.1	5499	1.35
ENSG00000235016.1	14999	3.75
ENSG00000256364.1	9999	10.68
ENSG00000146411.5	10999	1.84
ENSG00000263069.6	10999	6.07
ENSG00000251143.1	3999	2.54
ENSG00000287201.1	195423	1.32
ENSG00000008710.19	7499	1.7
ENSG00000225610.1	5499	1.16
ENSG00000252026.1	5499	0.48
ENSG00000135469.13	5999	10.64
ENSG00000187775.16	4499	1.87
ENSG00000259661.1	10999	1.57
ENSG00000277959.1	10499	1.48
ENSG00000111445.14	3999	12.19
ENSG00000267257.1	11499	1.73
ENSG00000162188.6	18499	4.84
ENSG00000103852.13	4499	9.12
ENSG00000135185.12	30499	3.04
ENSG00000137274.13	3999	3.2
ENSG00000144028.15	7999	8.63
ENSG00000111203.13	7499	1.72
ENSG00000162614.18	34999	12.23
ENSG00000137822.12	12499	1.7
ENSG00000236472.1	5499	2.49
ENSG00000138031.14	5999	2.93
ENSG00000103024.7	7999	2.29
ENSG00000072778.20	7499	3.33
ENSG00000140521.14	8999	2.6
ENSG00000136936.10	41499	4.6
ENSG00000204323.5	4499	0.45
ENSG00000184068.2	6499	3.15
ENSG00000171202.7	8999	8.63
ENSG00000137310.12	19499	3.08
ENSG00000188529.14	5499	22.18
ENSG00000198089.15	21999	2.18
ENSG00000197429.10	5999	4.02
ENSG00000114742.14	10999	2.17
ENSG00000238304.1	6999	0.74
ENSG00000269968.1	3999	270.49
ENSG00000236065.2	4499	1.87
ENSG00000202532.1	12999	4.95
ENSG00000229334.1	7999	3.06
ENSG00000134575.11	8999	2.32
ENSG00000207020.1	28999	1.99
ENSG00000129951.18	15499	17.06
ENSG00000213316.9	10999	11.01
ENSG00000161091.13	7499	3.67
ENSG00000157077.14	6499	2.1
ENSG00000271032.1	13999	1.14
ENSG00000113597.18	4499	2.89
ENSG00000233223.3	19999	39.7
ENSG00000286859.1	5999	1.46
ENSG00000287581.1	213999	4.52
ENSG00000115275.13	5999	4.05
ENSG00000114450.10	4499	5.96
ENSG00000175309.15	3999	29.17
ENSG00000177757.2	4999	0.38
ENSG00000142082.15	7499	11.81
ENSG00000198931.10	5499	5.2
ENSG00000238018.2	62999	23.33
ENSG00000149735.7	4499	0.54
ENSG00000160326.14	4499	0.81
ENSG00000267469.1	6499	4.09
ENSG00000108255.7	39999	6.96
ENSG00000101365.21	5999	45.7
ENSG00000272004.1	3999	6.91
ENSG00000142765.18	11999	1.73
ENSG00000005187.12	3999	5.06
ENSG00000228852.6	7499	1.01
ENSG00000206647.1	32499	15.46
ENSG00000142669.15	4999	4.89
ENSG00000169718.17	5499	11.15
ENSG00000145214.14	3999	0.66
ENSG00000168591.16	6499	5.81
ENSG00000115486.12	5999	32.75
ENSG00000102007.11	5999	0.92
ENSG00000198553.9	23499	2.27
ENSG00000228201.1	6499	1.21
ENSG00000158850.15	4999	1.44
ENSG00000037042.9	9999	1.24
ENSG00000272509.1	10499	4.51
ENSG00000263345.1	3999	1.78
ENSG00000279159.1	5999	0.4
ENSG00000279088.1	4499	0.24
ENSG00000179523.5	3999	13.01
ENSG00000256658.1	5999	7.6
ENSG00000172543.8	4999	6.42
ENSG00000198208.11	21999	1.81
ENSG00000185813.10	8999	3.24
ENSG00000269243.1	5499	2.49
ENSG00000167671.12	13999	2.42
ENSG00000286742.1	168999	2.17
ENSG00000268745.1	5499	0.8
ENSG00000231864.2	6499	3.34
ENSG00000161594.6	6999	7.82
ENSG00000185033.14	3999	15.15
ENSG00000165494.11	6499	0.75
ENSG00000222610.1	9999	2.38
ENSG00000007866.21	5499	56.66
ENSG00000285864.1	4999	3.96
ENSG00000261460.1	5499	2.51
ENSG00000266456.1	3999	0.28
ENSG00000277496.1	5499	0.73
ENSG00000252174.1	5499	10.05
ENSG00000264386.1	6499	0.39
ENSG00000263859.1	12499	15.68
ENSG00000008226.19	13499	1.26
ENSG00000164169.13	7499	4.05
ENSG00000064995.17	6999	3.58
ENSG00000105135.16	7999	3.53
ENSG00000176868.2	30499	2.15
ENSG00000118094.11	11999	2.74
ENSG00000164182.11	8999	5.79
ENSG00000253133.2	3999	1.26
ENSG00000249835.2	19999	6.16
ENSG00000056736.10	5999	3.34
ENSG00000243305.1	15499	2.82
ENSG00000196470.12	22608	3.51
ENSG00000053702.15	7499	1.37
ENSG00000132305.20	20499	4.76
ENSG00000053438.11	4499	1.15
ENSG00000276673.1	49499	1.4
ENSG00000137494.13	7499	1.63
ENSG00000002330.13	4999	3.93
ENSG00000188916.9	8999	1.2
ENSG00000143450.16	5999	0.91
ENSG00000255348.1	9999	1.48
ENSG00000177728.17	7999	1.05
ENSG00000107223.13	52999	7.7
ENSG00000224870.7	5499	8.5
ENSG00000174945.13	4499	0.51
ENSG00000102104.8	12499	5.36
ENSG00000183718.5	5999	0.9
ENSG00000104886.11	3999	1.14
ENSG00000279386.1	5499	6.02
ENSG00000255629.1	4499	2.8
ENSG00000260814.2	5999	4.52
ENSG00000100109.17	5499	1.69
ENSG00000261505.1	7999	4.17
ENSG00000082014.16	6499	11.79
ENSG00000253722.1	5999	8.67
ENSG00000153187.20	5499	1.52
ENSG00000234055.1	4499	2.1
ENSG00000143393.16	8499	2.32
ENSG00000185009.12	77499	8.71
ENSG00000260927.2	7999	3.66
ENSG00000207704.2	46610	6.4
ENSG00000112706.12	16499	1.75
ENSG00000086232.13	12999	2.55
ENSG00000143952.20	8999	7.15
ENSG00000111254.8	10999	1.24
ENSG00000136930.13	39999	2.4
ENSG00000108518.7	5499	4.75
ENSG00000152495.11	15499	2.87
ENSG00000091136.14	8499	9.05
ENSG00000171444.18	42499	4.37
ENSG00000140548.10	10499	9.07
ENSG00000243056.2	14999	2.9
ENSG00000165637.13	4499	1.16
ENSG00000167971.15	11999	4.21
ENSG00000234578.1	14999	1.07
ENSG00000280233.1	18999	30.57
ENSG00000257410.1	9999	6.21
ENSG00000162415.7	4499	13.63
ENSG00000287099.1	3999	0.37
ENSG00000095464.9	10999	0.85
ENSG00000277978.1	12999	2.76
ENSG00000229821.1	31499	5.21
ENSG00000154118.13	5999	0.77
ENSG00000271936.1	10999	1.68
ENSG00000105875.14	12499	2.82
ENSG00000171307.19	7499	4.08
ENSG00000168140.5	5999	0.83
ENSG00000272661.1	3999	2.64
ENSG00000286584.1	6999	1.99
ENSG00000236559.1	4499	1.39
ENSG00000149179.13	16999	3.84
ENSG00000163001.11	5499	9.76
ENSG00000206881.1	10999	4.01
ENSG00000197168.13	5499	6.0
ENSG00000197982.14	6499	1.46
ENSG00000112210.12	12499	3.58
ENSG00000117601.13	18499	2.24
ENSG00000172171.11	5499	2.71
ENSG00000162437.14	29499	11.19
ENSG00000256377.6	7499	3.77
ENSG00000287496.1	9499	0.99
ENSG00000273253.2	12865	1.75
ENSG00000279862.1	21999	1.21
ENSG00000175792.11	12499	4.97
ENSG00000115816.15	4999	1.11
ENSG00000207362.1	5499	1.43
ENSG00000180539.7	8499	5.53
ENSG00000159140.20	19999	5.1
ENSG00000259715.1	3999	2.89
ENSG00000231731.7	6499	0.61
ENSG00000287580.1	7499	0.9
ENSG00000286856.1	15499	4.25
ENSG00000254402.7	4499	5.07
ENSG00000163162.8	8999	6.59
ENSG00000165837.11	20499	0.84
ENSG00000272982.1	22999	1.12
ENSG00000197694.15	8499	5.81
ENSG00000159023.21	3999	2.3
ENSG00000010327.10	10499	5.85
ENSG00000183324.11	17499	3.59
ENSG00000259895.1	4499	2.93
ENSG00000107175.12	7999	2.43
ENSG00000108309.14	6499	10.33
ENSG00000079134.12	4999	7.23
ENSG00000204954.10	10499	32.24
ENSG00000186862.20	9999	3.76
ENSG00000213199.8	5499	2.58
ENSG00000205090.9	3999	4.73
ENSG00000171174.15	11499	5.2
ENSG00000161714.12	25999	5.34
ENSG00000113552.16	7499	4.62
ENSG00000104826.14	6499	8.35
ENSG00000135407.10	4999	2.6
ENSG00000272918.1	15499	1.5
ENSG00000149489.8	8999	2.17
ENSG00000259456.4	13499	3.41
ENSG00000168291.13	20999	1.7
ENSG00000131069.20	5999	5.76
ENSG00000238444.1	4999	1.49
ENSG00000250379.1	11499	0.79
ENSG00000143924.19	28999	2.32
ENSG00000011295.16	4499	1.12
ENSG00000148335.14	4999	3.11
ENSG00000116977.18	24499	5.36
ENSG00000089876.11	10499	6.43
ENSG00000172354.10	14999	3.47
ENSG00000211445.12	58999	3.87
ENSG00000235351.1	5499	0.77
ENSG00000116690.12	58999	8.28
ENSG00000149716.12	13499	26.09
ENSG00000207119.2	5499	57.83
ENSG00000254879.1	17999	0.51
ENSG00000241295.1	3999	0.4
ENSG00000179532.12	9999	1.97
ENSG00000272027.2	14999	0.72
ENSG00000202227.1	3999	0.73
ENSG00000227218.7	5499	1.66
ENSG00000169660.16	7999	3.54
ENSG00000164068.16	7999	4.75
ENSG00000253335.1	17499	0.47
ENSG00000132003.9	10499	4.39
ENSG00000170142.11	4499	1.62
ENSG00000226842.1	5999	1.22
ENSG00000134330.18	4499	0.98
ENSG00000241399.7	55999	3.44
ENSG00000253445.1	5999	0.96
ENSG00000171217.5	4999	0.46
ENSG00000189292.16	14999	8.63
ENSG00000185507.21	9499	5.24
ENSG00000180878.2	7999	1.33
ENSG00000150593.18	5999	2.47
ENSG00000252645.1	6499	3.14
ENSG00000154274.15	3999	0.32
ENSG00000184708.18	3999	4.53
ENSG00000260051.1	10133	2.38
ENSG00000160683.4	5999	1.27
ENSG00000227227.1	23499	5.37
ENSG00000166086.12	9999	2.96
ENSG00000235079.1	13999	6.34
ENSG00000174306.21	39999	3.1
ENSG00000236308.1	10499	1.84
ENSG00000221038.1	4499	0.53
ENSG00000275527.1	3999	0.84
ENSG00000277371.1	26499	1.26
ENSG00000224490.5	3999	0.39
ENSG00000105784.15	43499	1.72
ENSG00000248881.1	18999	1.3
ENSG00000076108.11	8999	1.21
ENSG00000106009.16	17999	10.7
ENSG00000101158.14	12499	18.49
ENSG00000286545.1	5999	0.91
ENSG00000107959.16	30999	16.28
ENSG00000159263.15	4999	5.18
ENSG00000187959.9	6499	2.1
ENSG00000138172.11	8999	6.23
ENSG00000237015.1	5499	2.1
ENSG00000272160.1	8999	2.24
ENSG00000201813.1	13499	0.89
ENSG00000243227.3	5499	0.38
ENSG00000107736.20	16999	45.04
ENSG00000151006.7	8999	2.37
ENSG00000139722.7	17999	2.51
ENSG00000196655.11	5499	3.33
ENSG00000284726.1	33499	12.16
ENSG00000113555.5	5499	1.7
ENSG00000279121.1	7999	0.32
ENSG00000160813.7	5999	10.85
ENSG00000185049.15	48999	5.1
ENSG00000071073.13	10499	3.45
ENSG00000099797.15	6499	6.09
ENSG00000003509.16	3999	1.83
ENSG00000179564.4	11499	4.16
ENSG00000231955.1	6499	6.86
ENSG00000054965.10	3999	1.39
ENSG00000176623.12	16999	2.07
ENSG00000109381.19	12499	0.54
ENSG00000199594.1	8999	1.44
ENSG00000251369.8	4499	0.34
ENSG00000167720.13	11999	6.29
ENSG00000254960.2	4499	0.37
ENSG00000255114.1	4999	15.35
ENSG00000123353.10	7999	4.31
ENSG00000260190.1	13999	2.96
ENSG00000104960.15	6999	2.54
ENSG00000232118.2	19999	0.57
ENSG00000268810.1	4999	0.43
ENSG00000225439.3	12499	25.32
ENSG00000140104.14	9999	2.93
ENSG00000277801.1	5499	3.94
ENSG00000279428.1	3999	1.92
ENSG00000275857.1	14499	5.52
ENSG00000099889.14	12499	4.06
ENSG00000255580.1	56168	0.93
ENSG00000265142.9	9999	0.8
ENSG00000157637.13	5499	3.28
ENSG00000234193.1	5999	1.69
ENSG00000186638.16	3999	4.33
ENSG00000267007.1	13499	1.79
ENSG00000269987.1	7499	10.83
ENSG00000141741.12	3999	4.96
ENSG00000206967.1	6499	1.5
ENSG00000115464.14	6999	4.21
ENSG00000259563.1	18999	1.28
ENSG00000116985.12	4499	1.45
ENSG00000254501.1	14499	1.23
ENSG00000271973.1	11499	1.99
ENSG00000254224.2	7499	2.39
ENSG00000204356.14	5999	2.07
ENSG00000133055.9	3999	4.85
ENSG00000151474.23	13999	1.16
ENSG00000154099.18	6999	1.45
ENSG00000049768.15	3999	1.23
ENSG00000119720.18	6999	2.66
ENSG00000006453.14	9999	3.51
ENSG00000081059.20	7999	14.28
ENSG00000287086.1	8499	1.73
ENSG00000212461.1	24499	1.21
ENSG00000250748.6	9499	5.87
ENSG00000201820.1	11499	2.48
ENSG00000272910.1	20499	4.25
ENSG00000261063.1	3999	6.09
ENSG00000126861.5	6999	0.56
ENSG00000154639.19	19499	4.11
ENSG00000117419.15	7499	3.28
ENSG00000106538.10	14499	6.38
ENSG00000275710.1	3999	2.33
ENSG00000259120.3	6999	0.45
ENSG00000137809.17	13499	8.0
ENSG00000257839.1	50999	17.39
ENSG00000068615.18	5499	10.05
ENSG00000270159.1	5499	0.48
ENSG00000083097.14	21999	2.22
ENSG00000101246.20	4499	1.58
ENSG00000236824.2	5499	0.53
ENSG00000106991.13	12499	3.81
ENSG00000286599.1	25999	1.89
ENSG00000171503.11	9999	3.53
ENSG00000164406.7	22499	5.96
ENSG00000235837.1	14999	2.46
ENSG00000201778.1	6499	8.24
ENSG00000286606.1	6499	1.84
ENSG00000116771.6	6499	3.21
ENSG00000137266.14	9999	1.6
ENSG00000152382.6	17499	7.62
ENSG00000181322.14	8499	0.43
ENSG00000280211.1	10999	6.5
ENSG00000008323.15	13999	4.75
ENSG00000244161.1	32499	7.24
ENSG00000273138.1	18999	1.19
ENSG00000100412.16	6999	1.43
ENSG00000225450.1	6999	2.88
ENSG00000246731.3	6499	41.86
ENSG00000267579.1	6499	0.48
ENSG00000197771.12	7499	2.07
ENSG00000230530.2	4499	0.52
ENSG00000092200.12	4999	14.73
ENSG00000174021.11	8999	4.26
ENSG00000260466.1	31999	2.41
ENSG00000121316.11	7999	2.63
ENSG00000261669.1	14499	3.23
ENSG00000263624.1	6999	1.06
ENSG00000182584.5	17999	5.15
ENSG00000264235.6	7999	13.53
ENSG00000231201.1	59120	5.19
ENSG00000279021.1	18999	1.91
ENSG00000116819.8	10499	7.01
ENSG00000125170.11	19999	4.6
ENSG00000165046.12	5499	5.48
